ID,Status,Uptime,Country,Location,Ships,Distinct,,,,,,,,,,,
2895,,"100,00 %", Norway,Indre Arna,11,0,,,,,,,,,,,
2913,,"99,00 %", Taiwan (Province of China),Taipei,11,11,,,,,,,,,,,
2964,,"100,00 %", Canada,Oakville, Ontario,11,,,,,,,,,,,
3110,,"100,00 %", United States of America,Vicksburg,11,11,,,,,,,,,,,
3167,,"100,00 %", Australia,Gladstone,11,11,,,,,,,,,,,
2265,,"100,00 %", United Kingdom,Falmouth,10,4,,,,,,,,,,,
2343,,"100,00 %", United States of America,La Conner, WA,10,,,,,,,,,,,
2495,,"100,00 %", United States of America,Duluth, MN,10,,,,,,,,,,,
2084,,"100,00 %", Greece,Ios,10,8,,,,,,,,,,,
2157,,"100,00 %", Norway,Kolvereid,10,2,,,,,,,,,,,
2409,,"100,00 %", Netherlands,Sliedrecht,10,3,,,,,,,,,,,
2408,,"100,00 %", United States of America,Vashon Island, WA,10,,,,,,,,,,,
2495,,"100,00 %", United States of America,Duluth, MN,10,,,,,,,,,,,
2314,,"98,00 %", Netherlands,Utrecht,10,0,,,,,,,,,,,
2271,,"100,00 %", United States of America,Pohick, WV,10,,,,,,,,,,,
2157,,"100,00 %", Norway,Kolvereid,10,1,,,,,,,,,,,
2408,,"100,00 %", United States of America,Vashon Island, WA,10,,,,,,,,,,,
2755,,"100,00 %", Netherlands,Nes Ameland,10,8,,,,,,,,,,,
2872,,"100,00 %", Denmark,Dragør,10,0,,,,,,,,,,,
2948,,"100,00 %", United States of America,Delaware, Fenwick Island,10,,,,,,,,,,,
2964,,"100,00 %", Canada,Oakville, Ontario,10,,,,,,,,,,,
3114,,"100,00 %", Spain,Cala Llonga, Menorca,10,,,,,,,,,,,
3541,,"100,00 %", Sweden,Furuvik,10,10,,,,,,,,,,,
2038,,"100,00 %", United States of America,Williamstown, WV,9,,,,,,,,,,,
2200,,"100,00 %", United States of America,Vienna, VW,9,,,,,,,,,,,
2483,,"100,00 %", Netherlands,Nederweert,0,0,,,,,,,,,,,
2293,,"99,00 %", United States of America,Florida, Fort Lauderdale,9,,,,,,,,,,,
2328,,"100,00 %", Canada,Rimouski,9,1,,,,,,,,,,,
2239,,"100,00 %", Netherlands,Goor,9,9,,,,,,,,,,,
2250,,"100,00 %", Netherlands,Zoeterwoude,9,0,,,,,,,,,,,
2409,,"100,00 %", Netherlands,Sliedrecht,9,1,,,,,,,,,,,
2105,,"100,00 %", Netherlands,Spijkenisse,9,0,,,,,,,,,,,
2680,,"100,00 %", United States of America,Rockport, ME,9,,,,,,,,,,,
2728,,"99,00 %", Netherlands,Beuningen,9,0,,,,,,,,,,,
2754,,"100,00 %", Germany,Barrien,9,3,,,,,,,,,,,
2814,,"100,00 %", United States of America,Port Huron,9,9,,,,,,,,,,,
2850,,"100,00 %", Brazil,Fortaleza,9,9,,,,,,,,,,,
2851,,"82,00 %", Italy,Chioggia,9,0,,,,,,,,,,,
2901,,"100,00 %", France,Lorient,9,0,,,,,,,,,,,
3180,,"100,00 %", Japan,Aichi Takahama,9,9,,,,,,,,,,,
3205,,"100,00 %", Portugal,Carvoeira,9,8,,,,,,,,,,,
3237,,"99,00 %", France,Castel-Bian Carantec,9,7,,,,,,,,,,,
3260,,"100,00 %", Netherlands,Lelystad,9,0,,,,,,,,,,,
3304,,"100,00 %", Ireland,Newcastle,9,1,,,,,,,,,,,
3351,,"100,00 %", United Kingdom,Shoreham,9,0,,,,,,,,,,,
3584,,"100,00 %", Ireland,Greystones,9,1,,,,,,,,,,,
3639,,"100,00 %", United Kingdom,Port of Tyne,9,9,,,,,,,,,,,
3754,,"100,00 %", Germany,Fürstenwalde,9,9,,,,,,,,,,,
3776,,"99,00 %", United States of America,Roaming station,9,9,,,,,,,,,,,
2265,,"100,00 %", United Kingdom,Falmouth,8,2,,,,,,,,,,,
2363,,"100,00 %", Germany,Offenbach Bürgel,8,0,,,,,,,,,,,
2040,,"100,00 %", Viet Nam,HCMC,8,8,,,,,,,,,,,
2014,,"93,00 %", United States of America,Fairfield,8,7,,,,,,,,,,,
2049,,"100,00 %", United States of America,Maryland,8,0,,,,,,,,,,,
2431,,"100,00 %", France,Cap Ferret,8,8,,,,,,,,,,,
2440,,"100,00 %", United Kingdom,Cardiff,8,6,,,,,,,,,,,
2223,,"100,00 %", Germany,Bremen Winterhafen,8,0,,,,,,,,,,,
2745,,"100,00 %", United States of America,Seattle,8,1,,,,,,,,,,,
2849,,"57,00 %", Netherlands,Nieuwersluis,8,1,,,,,,,,,,,
3245,,"100,00 %", Spain,Málaga,8,8,,,,,,,,,,,
3282,,"100,00 %", Germany,Emden,8,2,,,,,,,,,,,
3403,,"100,00 %", Spain,Carboneras,8,8,,,,,,,,,,,
3482,,"100,00 %", Philippines,Cebu,8,8,,,,,,,,,,,
3516,,"100,00 %", Unknown,Roaming station,8,3,,,,,,,,,,,
3519,,"71,00 %", Unknown,Roaming station,8,7,,,,,,,,,,,
3655,,"100,00 %", United States of America,Chicago, IL,8,,,,,,,,,,,
3696,,"100,00 %", Ireland,Rashbrooke, Cobh,8,,,,,,,,,,,
3956,,"91,00 %", United States of America,Boaz, WV,8,,,,,,,,,,,
2366,,"100,00 %", Norway,Trondheim,7,0,,,,,,,,,,,
3011,,"100,00 %", United States of America,Belpre, Ohio,7,,,,,,,,,,,
3048,,"96,00 %", France,Poses,7,7,,,,,,,,,,,
2122,,"53,00 %", Norway,Homborsund,7,0,,,,,,,,,,,
2438,,"97,00 %", United Kingdom,Scotland, Broadford Bay, Isle of Skye,,,,,,,,,,,"90,00 %"
2531,,"90,00 %", Germany,Frankfurt,7,0,,,,,,,,,,,
2362,,"96,00 %", Colombia,Buenaventura,7,7,,,,,,,,,,,
2600,,"100,00 %", Germany,Hamm,7,7,,,,,,,,,,,
2673,,"100,00 %", Ireland,Dublin,7,5,,,,,,,,,,,
2706,,"100,00 %", Canada,Montreal,7,1,,,,,,,,,,,
2725,,"100,00 %", Denmark,Aarhus,7,0,,,,,,,,,,,
2734,,"99,00 %", Netherlands,Driebergen,7,1,,,,,,,,,,,
2752,,"95,00 %", Sweden,Grisslehamn,7,2,,,,,,,,,,,
2829,,"100,00 %", Australia,Mount Hicks,7,5,,,,,,,,,,,
2832,,"100,00 %", Netherlands,Moune Ein / 9214VR / Smalle EE,7,0,,,,,,,,,,,
2866,,"100,00 %", Colombia,Puerto Colombia,7,3,,,,,,,,,,,
2924,,"96,00 %", Spain,O Grove,7,5,,,,,,,,,,,
2927,,"100,00 %", Sweden,Luleå,7,7,,,,,,,,,,,
2935,,"100,00 %", Denmark,Omoe,7,4,,,,,,,,,,,
2968,,"100,00 %", Netherlands,Drachten,7,0,,,,,,,,,,,
2974,,"98,00 %", Hong Kong,Hong Kong,7,0,,,,,,,,,,,
2989,,"100,00 %", Germany,Gernsheim,7,5,,,,,,,,,,,
2994,,"85,00 %", Norway,Moss,7,0,,,,,,,,,,,
3017,,"100,00 %", Germany,Duisburg,7,0,,,,,,,,,,,
3105,,"100,00 %", Netherlands,Roaming station,7,1,,,,,,,,,,,
3213,,"100,00 %", United States of America,Merritt Island, FL,7,,,,,,,,,,,
3424,,"100,00 %", Denmark,Holbæk,7,5,,,,,,,,,,,
3430,,"100,00 %", Greece,Nafplio Port,7,3,,,,,,,,,,,
3495,,"100,00 %", United Kingdom,Cornwall, The Lizard,7,,,,,,,,,,,
3607,,"98,00 %", United Kingdom,Scotland, Edinburgh,7,,,,,,,,,,,
3638,,"100,00 %", United Kingdom,Portland,7,0,,,,,,,,,,,
3951,,"100,00 %", Netherlands,Drachten,7,0,,,,,,,,,,,
2056,,"93,00 %", United States of America,New Orleans,6,6,,,,,,,,,,,
2244,,"100,00 %", Netherlands,Almelo,6,5,,,,,,,,,,,
2393,,"100,00 %", Norway,Rognan,6,6,,,,,,,,,,,
2476,,"100,00 %", Sweden,Norrmjöle,6,6,,,,,,,,,,,
2301,,"100,00 %", Netherlands,Grave,6,0,,,,,,,,,,,
2479,,"100,00 %", Estonia,Tallinn,6,0,,,,,,,,,,,
2419,,"98,00 %", Portugal,Porto Salvo,6,4,,,,,,,,,,,
2450,,"100,00 %", Sweden,Trollhattan,6,0,,,,,,,,,,,
2542,,"100,00 %", Australia,Shellharbour,6,4,,,,,,,,,,,
2389,,"99,00 %", Thailand,Surat Thani,6,6,,,,,,,,,,,
2234,,"100,00 %", Spain,Laracha,6,6,,,,,,,,,,,
2711,,"87,00 %", Indonesia,Sampang,6,5,,,,,,,,,,,
2717,,"100,00 %", Germany,Heilbronn,6,0,,,,,,,,,,,
2858,,"100,00 %", Germany,Brandenburg,6,6,,,,,,,,,,,
2980,,"100,00 %", Netherlands,Amsterdam,6,0,,,,,,,,,,,
2999,,"88,00 %", United States of America,Providence, RI,6,,,,,,,,,,,
3139,,"98,00 %", Spain,Canary Islands, Tenerife, Playa Paraiso,,,,,,,,,,,"37,00 %"
3160,,"100,00 %", Germany,Wildau,6,0,,,,,,,,,,,
3171,,"100,00 %", Norway,Sokndal,6,1,,,,,,,,,,,
3253,,"98,00 %", France,Le Mée sur Seine,6,6,,,,,,,,,,,
3353,,"98,00 %", France,Plouzane,6,0,,,,,,,,,,,
3489,,"100,00 %", Brazil,Maceio,6,6,,,,,,,,,,,
3656,,"100,00 %", Russian Federation,Sankt Petersburg,6,6,,,,,,,,,,,
3677,,"99,00 %", United States of America,Hawai,6,6,,,,,,,,,,,
3832,,"100,00 %", United States of America,Indian Harbour Beach,6,6,,,,,,,,,,,
3963,,"100,00 %", Hong Kong,Wanchai,6,0,,,,,,,,,,,
2283,,"100,00 %", Israel,Haifa,5,4,,,,,,,,,,,
2114,,"100,00 %", Spain,Fuerteventura,5,5,,,,,,,,,,,
2025,,"49,00 %", Canada,Windsor, Ontario,5,,,,,,,,,,,
2172,,"92,00 %", United States of America,Navarre FL,5,5,,,,,,,,,,,
2352,,"100,00 %", Germany,Dresden,5,5,,,,,,,,,,,
2149,,"100,00 %", United States of America,Niceville, FL,5,,,,,,,,,,,
2150,,"100,00 %", Ireland,Lackenbehy,5,0,,,,,,,,,,,
2568,,"99,00 %", Germany,Wesel,5,4,,,,,,,,,,,
2381,,"100,00 %", Brazil,Recife,5,5,,,,,,,,,,,
2336,,"100,00 %", Sweden,Trollhättan,5,0,,,,,,,,,,,
2451,,"100,00 %", Sweden,Segersang,5,0,,,,,,,,,,,
2503,,"100,00 %", United Kingdom,Ardrossan,5,5,,,,,,,,,,,
2615,,"100,00 %", New Zealand,Tasman,5,0,,,,,,,,,,,
2637,,"100,00 %", Australia,Devonport,5,3,,,,,,,,,,,
2665,,"66,00 %", United Kingdom,London,5,0,,,,,,,,,,,
2677,,"100,00 %", Netherlands,Loch Lomond,5,3,,,,,,,,,,,
2815,,"97,00 %", Netherlands,Delft,5,0,,,,,,,,,,,
2840,,"100,00 %", Germany,Duisburg,5,0,,,,,,,,,,,
3063,,"100,00 %", United Kingdom,Bournemouth,5,0,,,,,,,,,,,
3164,,"93,00 %", Canada,Mississauga,5,0,,,,,,,,,,,
3452,,"100,00 %", Estonia,Tallinn,5,0,,,,,,,,,,,
3453,,"100,00 %", Germany,Stralsund,5,5,,,,,,,,,,,
2280,,"96,00 %", South Africa,Cape Town,4,1,,,,,,,,,,,
3045,,"92,00 %", United States of America,New York,4,0,,,,,,,,,,,
2168,,"100,00 %", Denmark,Dragør,4,0,,,,,,,,,,,
2174,,"99,00 %", New Zealand,Whakatane,4,4,,,,,,,,,,,
2437,,"100,00 %", United Kingdom,Liverpool,4,0,,,,,,,,,,,
2581,,"68,00 %", United States of America,Detroit,4,4,,,,,,,,,,,
2470,,"100,00 %", Netherlands,Zwolle,4,0,,,,,,,,,,,
2407,,"100,00 %", Finland,Turku,4,0,,,,,,,,,,,
2220,,"98,00 %", United Kingdom,Eccles,4,1,,,,,,,,,,,
2048,,"96,00 %", Sweden,Åkersberga,4,1,,,,,,,,,,,
3003,,"98,00 %", Canada,Young Island, Mahone Bay, Nova Scotia,,,,,,,,,,,"75,00 %"
2553,,"100,00 %", Italy,Pescara ,4,4,,,,,,,,,,,
2618,,"100,00 %", Venezuela,Puerto Ordaz,4,4,,,,,,,,,,,
2789,,"100,00 %", Denmark,Aabenraa,4,4,,,,,,,,,,,
2824,,"100,00 %", Belgium,Antwerpen,4,0,,,,,,,,,,,
3069,,"91,00 %", Unknown, ,4,0,,,,,,,,,,,
3134,,"100,00 %", Norway,Nærsnes,4,2,,,,,,,,,,,
3257,,"93,00 %", United Kingdom,Hythe, Hampshire,4,,,,,,,,,,,
3320,,"97,00 %", Netherlands,Venhuizen,4,0,,,,,,,,,,,
3341,,"100,00 %", Netherlands,Amstelveen,4,0,,,,,,,,,,,
3349,,"100,00 %", Norway,Hordvik,4,0,,,,,,,,,,,
3366,,"100,00 %", Germany,Lüneburg,4,0,,,,,,,,,,,
3454,,"86,00 %", United States of America,Tennessee, Eva,4,,,,,,,,,,,
3472,,"100,00 %", Germany,Flensburg,4,4,,,,,,,,,,,
3703,,"100,00 %", Uruguay,Roaming station,4,3,,,,,,,,,,,
3932,,"90,00 %", French Polynesia,Roaming station,4,0,,,,,,,,,,,
2288,,"97,00 %", Australia,Johanna,3,3,,,,,,,,,,,
2057,,"84,00 %", United States of America,Seattle,3,0,,,,,,,,,,,
2286,,"98,00 %", United Kingdom,Isle of Islay Scotland,3,2,,,,,,,,,,,
2494,,"100,00 %", Sweden,Ingarö,3,0,,,,,,,,,,,
2478,,"99,00 %", United Kingdom,Berwick-upon-Tweed,3,3,,,,,,,,,,,
2410,,"100,00 %", United Kingdom,Gourock,3,0,,,,,,,,,,,
2181,,"100,00 %", Norway,Vanersborg,3,0,,,,,,,,,,,
2203,,"100,00 %", Sweden,Vanersborg,3,0,,,,,,,,,,,
2604,,"100,00 %", Sweden,Sundbyberg,3,1,,,,,,,,,,,
2686,,"98,00 %", United Kingdom,Brighton,3,0,,,,,,,,,,,
2742,,"63,00 %", United States of America,San Francisco,3,0,,,,,,,,,,,
2774,,"100,00 %", France,Bidart,3,2,,,,,,,,,,,
2785,,"10,00 %", Hong Kong,Aberdeen,3,2,,,,,,,,,,,
2810,,"83,00 %", Philippines,Imus,3,0,,,,,,,,,,,
2823,,"88,00 %", Denmark,Kolding,3,3,,,,,,,,,,,
2863,,"100,00 %", Netherlands,Camping Kijkuit, Zonnemaire,3,,,,,,,,,,,
3001,,"81,00 %", United States of America,Southport,3,3,,,,,,,,,,,
3006,,"100,00 %", Netherlands,Heerenveen,3,2,,,,,,,,,,,
3150,,"91,00 %", Argentina,Ushuaia,3,3,,,,,,,,,,,
3295,,"100,00 %", Netherlands,Eijsden,3,3,,,,,,,,,,,
3324,,"98,00 %", United Kingdom,London,3,3,,,,,,,,,,,
3339,,"88,00 %", United States of America,Chebeague Island, Maine,3,,,,,,,,,,,
3361,,"98,00 %", Denmark,Korsør,3,2,,,,,,,,,,,
3385,,"100,00 %", Finland,Parainen,3,0,,,,,,,,,,,
3514,,"100,00 %", Ireland,Baltimore,3,3,,,,,,,,,,,
3693,,"87,00 %", Sweden,Hudiksvall,0,0,,,,,,,,,,,
3705,,"100,00 %", Netherlands,Den Ham,3,0,,,,,,,,,,,
3896,,"82,00 %", United States of America,Tarrytown, New York,3,,,,,,,,,,,
2248,,"57,00 %", Australia,Perth,2,0,,,,,,,,,,,
2264,,"100,00 %", Finland,Uto,2,2,,,,,,,,,,,
2449,,"52,00 %", United States of America,Johns Hopkins University,2,0,,,,,,,,,,,
2033,,"100,00 %", United States of America,Bodega Bay,2,2,,,,,,,,,,,
2368,,"99,00 %", Denmark,Copenhagen ,2,0,,,,,,,,,,,
2176,,"98,00 %", Germany,Glueckstadt,2,0,,,,,,,,,,,
2013,,"98,00 %", Netherlands,Delft,2,0,,,,,,,,,,,
2053,,"99,00 %", United States of America,New Jersey, Howell,2,,,,,,,,,,,
2016,,"81,00 %", United States of America,Carolina Beach,2,2,,,,,,,,,,,
2091,,"100,00 %", Germany,Berlin,2,0,,,,,,,,,,,
,,,,Total,95340,26376,,,,,,,,,,,
