,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,TransceiverClass,size,size_scaled,size_traced
15039,338919000,2024-09-04T00:00:04,29.31275,-94.81888,0.1,228.6,284.0,KENNEDY,IMO6621662,KVMU,70.0,5.0,164.0,24.0,8.7,A,34243.2,4.028902042339892,4.028902042339892
15072,366938770,2024-09-04T23:59:03,45.31122,-83.27003,11.9,143.8,147.0,H LEE WHITE,IMO7366362,WZD2465,70.0,0.0,215.0,23.0,8.7,A,43021.5,4.549014379921434,0.25
15086,367750000,2024-09-04T00:00:00,29.75475,-95.17787,0.0,303.5,135.0,HARVEY SUPPLIER,IMO9388118,WDAW,70.0,0.0,77.0,18.0,4.1,A,5682.599999999999,2.3366927958193355,0.25
15118,477056400,2024-09-04T00:00:03,39.63401,-124.95406,17.7,339.9,341.0,COSCO OCEANIA,IMO9334923,VRDQ5,71.0,0.0,349.0,46.0,13.7,A,219939.8,15.031384608092335,0.25
15124,366843080,2024-09-04T00:00:05,28.9702,-89.8204,0.0,225.6,511.0,CAPT LEVERT,IMO1123753,WDA7416,70.0,0.0,36.0,9.0,0.0,A,0.0,2.0,0.25
15131,367622850,2024-09-04T00:00:04,29.78323,-93.33242,0.0,170.2,256.0,FMS ENDURANCE,IMO9209075,WDH4937,75.0,0.0,62.0,13.0,3.2,A,2579.2000000000003,2.1528170307565606,0.25
15145,303923000,2024-09-04T00:00:01,30.0265,-93.99915,0.0,0.0,13.0,CAPE VICTORY,IMO8211306,KAEY,70.0,15.0,193.0,28.0,0.0,A,0.0,2.0,2.0
15183,538008546,2024-09-04T00:00:04,29.49403,-121.05117,12.8,128.4,129.0,MARIA D,IMO9414151,V7A2493,70.0,0.0,225.0,32.0,8.3,A,59760.00000000001,5.540766810643631,0.25
15208,477136800,2024-09-04T00:00:04,36.84533,-128.94232,17.2,123.4,121.0,COSCO KAOHSIUNG,IMO9355563,VREM3,71.0,0.0,349.0,46.0,14.0,A,224756.0,15.316743395130855,0.25
15226,262005000,2024-09-04T00:00:09,36.80869,-75.56107,10.7,274.4,277.0,KOTOR,IMO9575981,4OCE,70.0,0.0,179.0,28.0,8.9,A,44606.8,4.6429430550371205,0.25
15286,563174100,2024-09-04T00:00:19,33.91279,-126.45091,1.3,169.0,256.0,WAN HAI 357,IMO9930387,9V7389,70.0,2.0,204.0,35.0,10.1,A,72114.0,6.272738584048775,6.272738584048775
15353,305856000,2024-09-04T00:00:00,24.20394,-118.34398,15.8,294.1,295.0,BBC MOONSTONE,IMO9563732,V2FY9,70.0,0.0,154.0,24.0,7.8,A,28828.8,3.7081000373273607,0.25
15399,338931000,2024-09-04T00:00:39,36.86599,-76.31589,0.0,0.0,227.0,US GOV VESSEL,IMO9145449,NEHM,70.0,5.0,289.0,32.0,0.0,A,0.0,2.0,2.0
15419,636019985,2024-09-04T00:00:19,47.2726,-122.4062,0.0,128.4,133.0,YM TARGET,IMO9860934,D5XC6,71.0,5.0,330.0,48.0,13.4,A,212256.0,14.576121153948703,14.576121153948703
15434,249830000,2024-09-04T00:00:03,26.01652,-115.71048,15.1,126.4,125.0,ZIM LUANDA,IMO9403229,9HA2029,70.0,0.0,260.0,32.0,12.5,A,104000.0,8.161977046635503,0.25
15454,636018262,2024-09-04T00:01:19,49.303,-123.20817,0.0,108.0,268.0,YM PLUM,IMO9198264,D5OX5,70.0,1.0,274.0,40.0,12.2,A,133712.0,9.92240648903583,9.92240648903583
15468,303829046,2024-09-04T00:00:33,36.8583,-76.31862,0.1,60.1,511.0,CAPE STARR,IMO9578969,WDU2000,70.0,5.0,240.0,38.0,0.0,A,0.0,2.0,2.0
15476,413219610,2024-09-04T00:00:28,26.08267,-97.01212,0.1,138.9,38.0,KANG HUAN,IMO9277644,BOCA8,70.0,1.0,190.0,32.0,11.3,A,68704.0,6.0706968366542835,6.0706968366542835
15484,538005709,2024-09-04T00:00:15,29.92348,-89.93127,0.0,57.0,280.0,TOMINI OROSHI,IMO9714795,V7GG9,70.0,5.0,180.0,32.0,7.1,A,40896.0,4.4230789740308225,4.4230789740308225
15506,311000992,2024-09-04T00:00:22,20.60338,-64.87174,16.9,56.1,55.0,BALTIC SUMMER,IMO8802090,C6ES9,79.0,0.0,156.0,23.0,7.9,A,28345.2,3.6794468440605064,0.25
15527,367596830,2024-09-04T00:00:21,29.14328,-90.21442,0.0,195.4,161.0,HOS CLAYMORE,IMO9647588,WDH2366,70.0,5.0,100.0,20.0,4.0,A,8000.0,2.473998234356577,2.473998234356577
15617,538006785,2024-09-04T00:01:07,41.63853,-87.15021,0.1,171.8,181.0,FEDERAL SETO,IMO9267209,V7RG6,70.0,5.0,199.0,23.0,7.2,A,32954.4,3.9525409267850478,3.9525409267850478
15623,538007406,2024-09-04T00:01:14,32.83024,-79.94217,0.1,208.1,158.0,SOUTHPORT EAGLE,IMO9575228,V7FW5,79.0,5.0,199.0,32.0,12.5,A,79600.0,6.716282431847942,6.716282431847942
15635,304676000,2024-09-04T00:00:18,30.05096,-90.66787,0.0,341.6,246.0,THORCO CYGNUS,IMO9294977,V2BQ2,70.0,5.0,145.0,18.0,4.7,A,12267.0,2.726817042606516,2.726817042606516
15651,366987890,2024-09-04T00:00:07,29.1181,-90.20678,0.0,353.6,511.0,CAPT RUDY,IMO9337420,WDC2099,70.0,8.0,50.0,10.0,0.0,A,0.0,2.0,2.0
15684,255806123,2024-09-04T00:01:11,43.64753,-70.25683,0.0,344.4,218.0,EF AVA,IMO9389306,CQAA9,71.0,5.0,130.0,21.0,7.8,A,21294.0,3.261664800298619,3.261664800298619
15727,366904940,2024-09-04T00:02:32,46.7759,-92.02515,0.0,120.1,213.0,PAUL R TREGURTHA,IMO7729057,WYR4481,70.0,1.0,309.0,32.0,8.3,A,82070.40000000001,6.862653086617253,6.862653086617253
15729,311001296,2024-09-04T00:01:55,30.11446,-90.98463,0.0,239.4,282.0,ANGEL,IMO9590620,C6GN6,79.0,5.0,190.0,28.0,6.8,A,36176.0,4.143420015760441,4.143420015760441
15738,304122000,2024-09-04T00:01:05,28.28616,-79.73292,16.6,338.1,337.0,PEGASUS J,IMO9355434,V2CF5,79.0,0.0,140.0,22.0,6.4,A,19712.0,3.167931649454606,0.25
15741,538006469,2024-09-04T00:02:13,46.75215,-92.09651,0.0,183.8,242.0,FEDERAL CHURCHILL,IMO9671060,V7NK3,70.0,5.0,200.0,23.0,8.2,A,37720.0,4.234901674991261,4.234901674991261
15799,305536000,2024-09-04T00:02:02,28.25331,-89.10847,14.1,91.1,91.0,BBC ECHO,IMO9407603,V2ES5,70.0,0.0,139.0,20.0,5.5,A,15290.0,2.905929125414008,0.25
15821,319132300,2024-09-04T00:00:55,37.23942,-76.09301,0.0,199.0,66.0,TEGEA,IMO9478937,ZGHJ4,70.0,1.0,190.0,32.0,9.0,A,54720.0,5.242147922998987,5.242147922998987
15858,368160000,2024-09-04T00:02:36,34.00681,-77.95394,0.0,271.6,193.0,SAGAMORE,IMO9322009,WMOJ,79.0,5.0,184.0,26.0,7.9,A,37793.6,4.239262458747341,4.239262458747341
15862,256239000,2024-09-04T00:02:01,48.41044,-89.16813,0.0,146.8,206.0,MIEDWIE,IMO9393448,9HA5757,70.0,1.0,190.0,24.0,6.6,A,30096.0,3.783181357649443,3.783181357649443
15881,352283000,2024-09-04T00:03:21,30.12598,-79.51204,11.8,357.8,358.0,FRONTIER ACE,IMO9209271,H3CM,70.0,0.0,190.0,32.0,8.9,A,54112.0,5.206124057187887,0.25
15987,215965000,2024-09-04T00:02:15,37.79591,-122.31534,0.0,198.4,288.0,CMA CGM C COLOMB,IMO9453559,9HA5397,71.0,5.0,365.0,52.0,11.3,A,214474.0,14.707537164424064,14.707537164424064
15989,367370000,2024-09-04T00:01:57,30.40145,-87.20913,0.0,251.1,259.0,US GOVT VESSEL,IMO8302466,NWRB,79.0,5.0,205.0,32.0,8.4,A,55104.0,5.264899838248103,5.264899838248103
15996,353408000,2024-09-04T00:01:47,30.05229,-90.66324,0.0,203.5,248.0,BULK XAYMACA,IMO9362190,3EEE2,79.0,5.0,225.0,32.0,9.4,A,67680.0,6.010025062656642,6.010025062656642
16016,636020354,2024-09-04T00:03:44,40.68126,-74.14654,0.0,309.0,309.0,MSC PASSION III,IMO9399765,D5YV3,79.0,5.0,224.0,31.0,10.9,A,75689.6,6.484592094894447,6.484592094894447
16085,538005359,2024-09-04T00:12:53,26.18842,-119.75289,12.9,122.6,123.0,STAR CHALLENGER,IMO9632997,V7DA8,79.0,0.0,200.0,32.0,10.8,A,69120.0,6.095344744840825,0.25
16110,369050000,2024-09-04T00:20:33,29.13589,-90.21921,0.0,71.2,259.0,STIM STAR III,IMO9274991,WDA7484,70.0,5.0,79.0,18.0,5.6,A,7963.2,2.471817842478537,2.471817842478537
16125,368053000,2024-09-04T00:23:36,27.80035,-92.44178,10.2,291.3,291.0,MAERSK KANSAS,IMO9311701,WDD7559,71.0,0.0,292.0,32.0,10.0,A,93440.0,7.53629937728482,0.25
16140,212282000,2024-09-04T00:31:20,27.94089,-77.61623,12.1,78.0,78.0,KYPROS SEA,IMO9675602,5BAV4,70.0,0.0,224.0,32.0,14.3,A,102502.40000000001,8.073244577163951,0.25
16176,357839000,2024-09-04T01:16:36,20.73586,-64.93252,11.1,309.7,312.0,TAO BRAVE,IMO9487586,3FLN4,70.0,0.0,158.0,24.0,8.9,A,33748.8,3.999608951456656,0.25
16220,255806187,2024-09-04T02:47:45,40.24877,-67.43078,9.0,286.6,286.0,UHL FRONTIER,IMO9789685,CQAI9,70.0,0.0,150.0,26.0,8.6,A,33540.0,3.9872375975399494,0.25
16284,338034000,2024-09-04T08:07:41,28.70709,-94.33558,9.8,332.8,338.0,CAPE HOPE,IMO9292319,WDJ4747,70.0,0.0,63.0,16.0,4.2,A,4233.6,2.2508398656215007,0.25
16318,305146000,2024-09-04T12:07:46,39.78867,-71.98383,11.6,289.0,289.0,INDUSTRIALCHALLENGER,IMO9213935,V2HI2,70.0,0.0,120.0,20.0,5.2,A,12480.0,2.7394372455962603,0.25
16351,538006472,2024-09-04T15:25:28,28.03963,-77.61681,12.0,260.3,262.0,FEDERAL CARIBOU,IMO9671096,V7NK6,70.0,0.0,200.0,23.0,7.8,A,35880.0,4.125882081089248,0.25
16354,367690920,2024-09-04T15:35:44,28.94799,-95.32937,0.6,141.5,511.0,FREEPORT 1 1/2,,WDI3691,70.0,0.0,14.0,6.0,3.1,A,260.40000000000003,2.0154286425283066,0.25
