,port_name,Region/State,Port hub,coord_0,coord_1,Major/Minor ports,id_Port,Year,Loaded InBound DOMESTIC,Empty InBound DOMESTIC,Loaded OutBound DOMESTIC,Empty OutBound DOMESTIC,Total DOMESTIC,Loaded InBound FOREIGN,Loaded OutBound  FOREIGN,Total OutBound  FOREIGN,Total Loaded Grand
334,tampa port authority,FL,"tampa, fl",27.84197524691358,-82.33899320987655,,,2022.0,0.0,0.0,0.0,0.0,0.0,92787.06,12909.54,105696.6,105696.6
335,texas city,TX,"houston/galveston, tx",29.602093408239703,-94.66715344569288,,,2021.0,0.0,0.0,0.0,0.0,0.0,373.74,202.52,576.26,576.26
336,texas city,TX,"houston/galveston, tx",29.602093408239703,-94.66715344569288,,,2022.0,0.0,0.0,0.0,0.0,0.0,753.51,0.0,753.51,753.51
337,unalaska island,AK,,,,,,2018.0,19418.95,8416.9,14067.05,12707.2,54610.1,351.5,36781.0,37132.5,70618.5
338,unalaska island,AK,,,,,,2019.0,21029.25,11327.5,14348.7,15337.7,62043.149999999994,279.5,36586.78,36866.28,72244.23
339,unalaska island,AK,,,,,,2020.0,14922.5,9241.949999999999,11276.6,9671.15,45112.2,261.25,30486.36,30747.61,56946.71
340,unalaska island,AK,,,,,,2021.0,21378.0,13663.6,14886.4,11184.85,61112.85,113.0,26238.29,26351.29,62615.69
341,unalaska island,AK,,,,,,2022.0,20502.55,15832.0,17093.6,12825.8,66253.95,161.75,29503.47,29665.22,67261.37
342,utqiagvik (barrow),AK,,,,,,2021.0,991.55,221.45,66.8,171.05,1450.85,0.0,0.0,0.0,1058.35
343,utqiagvik (barrow),AK,,,,,,2022.0,16.4,0.0,0.0,0.0,16.4,0.0,0.0,0.0,16.4
344,valdez,AK,,,,,,2021.0,11.2,482.4,1025.05,838.6,2357.25,0.0,0.0,0.0,1036.25
345,valdez,AK,,,,,,2022.0,2.0,0.0,578.45,383.1,963.55,30.25,0.0,30.25,610.7
346,wainwright,AK,,,,,,2021.0,140.2,14.8,181.8,101.25,438.05,0.0,0.0,0.0,322.0
347,wainwright,AK,,,,,,2022.0,16.0,6.0,0.0,0.0,22.0,0.0,0.0,0.0,16.0
348,whittier,AK,,,,,,2018.0,32095.5,4421.75,7041.9,4461.7,48020.85,1128.76,0.0,1128.76,40266.16
349,whittier,AK,,,,,,2019.0,35160.95,5107.7,7639.75,5446.3,53354.7,1211.03,0.0,1211.03,44011.73
350,whittier,AK,,,,,,2020.0,23831.05,3661.45,3501.3,1905.1,32898.9,610.76,0.0,610.76,27943.11
351,whittier,AK,,,,,,2021.0,29342.35,3649.3,3677.6,3821.65,40490.9,47.25,0.0,47.25,33067.2
352,whittier,AK,,,,,,2022.0,28735.85,3967.9,2106.8,2139.25,36949.8,0.0,0.0,0.0,30842.65
353,wilmington,DE,"baltimore, md, filadelfia, pa",39.16201698275862,-76.08407508620691,,,2018.0,0.0,0.0,0.0,0.0,0.0,292059.69,138732.25,430791.94,430791.94
354,wilmington,DE,"baltimore, md, filadelfia, pa",39.16201698275862,-76.08407508620691,,,2019.0,0.0,0.0,0.0,0.0,0.0,306579.75,131228.91999999998,437808.67000000004,437808.67000000004
355,wilmington,DE,"baltimore, md, filadelfia, pa",39.16201698275862,-76.08407508620691,,,2020.0,0.0,0.0,0.0,0.0,0.0,322854.73,123055.15,445909.88,445909.88
356,wilmington,DE,"baltimore, md, filadelfia, pa",39.16201698275862,-76.08407508620691,,,2021.0,0.0,0.0,0.0,0.0,0.0,121727.96,129420.93,251148.89,251148.89
357,wilmington,DE,"baltimore, md, filadelfia, pa",39.16201698275862,-76.08407508620691,,,2022.0,0.0,0.0,0.0,0.0,0.0,120995.54,116187.38,237182.92,237182.92
358,wilmington,NC,"wilmington, nc",34.444470985915494,-77.20615211267605,,,2018.0,0.0,0.0,0.0,0.0,0.0,292059.69,138732.25,430791.94,430791.94
359,wilmington,NC,"wilmington, nc",34.444470985915494,-77.20615211267605,,,2019.0,0.0,0.0,0.0,0.0,0.0,306579.75,131228.91999999998,437808.67000000004,437808.67000000004
360,wilmington,NC,"wilmington, nc",34.444470985915494,-77.20615211267605,,,2020.0,0.0,0.0,0.0,0.0,0.0,322854.73,123055.15,445909.88,445909.88
361,wilmington,NC,"wilmington, nc",34.444470985915494,-77.20615211267605,,,2021.0,0.0,0.0,0.0,0.0,0.0,121727.96,129420.93,251148.89,251148.89
362,wilmington,NC,"wilmington, nc",34.444470985915494,-77.20615211267605,,,2022.0,0.0,0.0,0.0,0.0,0.0,120995.54,116187.38,237182.92,237182.92
363,wrangell,AK,,,,,,2018.0,2177.55,577.95,2599.1,1665.5,7020.1,0.0,0.0,0.0,4776.65
364,wrangell,AK,,,,,,2019.0,2050.05,509.25,2579.75,1642.05,6781.1,0.0,0.0,0.0,4629.8
365,wrangell,AK,,,,,,2020.0,2044.05,276.75,2802.8,1514.75,6638.35,0.0,0.0,0.0,4846.85
366,wrangell,AK,,,,,,2021.0,2330.9,341.45,2049.45,1352.05,6073.85,0.0,0.0,0.0,4380.35
367,wrangell,AK,,,,,,2022.0,2909.9,316.2,1639.35,1459.25,6324.7,0.0,0.0,0.0,4549.25
368,yakutat,AK,,,,,,2018.0,1879.3,153.95,783.25,1175.7,3992.2,0.0,0.0,0.0,2662.55
369,yakutat,AK,,,,,,2019.0,1751.25,184.4,622.3,1096.35,3654.3,0.0,0.0,0.0,2373.55
370,yakutat,AK,,,,,,2020.0,2374.15,259.0,531.05,1078.8,4243.0,0.0,0.0,0.0,2905.2
371,yakutat,AK,,,,,,2021.0,2498.0,289.8,513.65,1684.95,4986.4,0.0,0.0,0.0,3011.65
372,yakutat,AK,,,,,,2022.0,2548.0,635.8,464.6,1822.8,5471.2,0.0,0.0,0.0,3012.6
373,aberdeen,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,0.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4137.724
374,aberdeen,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,0.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4194.505
375,aberdeen,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,0.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3386.531
376,aberdeen,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,0.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3563.118
377,aberdeen,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,0.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3403.934
378,aberdeen,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,0.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3597.369
379,appledore,,Bristol Channel,51.50705555555555,-2.7167222222222223,Minor port,1.0,,,,,,,,,,
380,ardrishaig,,Scotland West Coast,55.470333333333336,-4.639166666666666,Minor port,2.0,,,,,,,,,,
381,ayr,,Scotland West Coast,55.470333333333336,-4.639166666666666,Minor port,3.0,,,,,,,,,,
382,barrow,,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Minor port,4.0,,,,,,,,,,
383,barry,,Bristol Channel,51.50705555555555,-2.7167222222222223,Minor port,5.0,,,,,,,,,,
384,belfast,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,6.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18938.606
385,belfast,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,6.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18517.507
386,belfast,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,6.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18578.288
387,belfast,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,6.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19866.525
388,belfast,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,6.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18371.986
389,belfast,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,6.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18437.152
390,berwick-on-tweed,,North East,54.91469444444444,-1.3645277777777778,Minor port,7.0,,,,,,,,,,
391,bideford,,Bristol Channel,51.50705555555555,-2.7167222222222223,Minor port,8.0,,,,,,,,,,
392,blyth,,North East,54.91469444444444,-1.3645277777777778,Minor port,9.0,,,,,,,,,,
393,boston,England,Wash & Northern E Anglia,52.96247222222223,-0.0034722222222222,Major port,10.0,2018.0,0.0,0.0,0.0,0.0,0.0,144862.17,74472.87,219335.04,220046.33000000002
394,boston,England,Wash & Northern E Anglia,52.96247222222223,-0.0034722222222222,Major port,10.0,2019.0,0.0,0.0,0.0,0.0,0.0,145042.16,76486.2,221528.36,222349.85799999998
395,boston,England,Wash & Northern E Anglia,52.96247222222223,-0.0034722222222222,Major port,10.0,2020.0,0.0,0.0,0.0,0.0,0.0,143510.0,69452.68,212962.68,213723.89599999998
396,boston,England,Wash & Northern E Anglia,52.96247222222223,-0.0034722222222222,Major port,10.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.596
397,boston,England,Wash & Northern E Anglia,52.96247222222223,-0.0034722222222222,Major port,10.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.044
398,boston,England,Wash & Northern E Anglia,52.96247222222223,-0.0034722222222222,Major port,10.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.183
399,bridgwater,,Bristol Channel,51.50705555555555,-2.7167222222222223,Minor port,11.0,,,,,,,,,,
400,brightlingsea,,Thames and Kent,51.124138888888886,1.3383611111111111,Minor port,12.0,,,,,,,,,,
401,bristol,England,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,13.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8446.168
402,bristol,England,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,13.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8189.825
403,bristol,England,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,13.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6478.814
404,bristol,England,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,13.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7030.682000000001
405,bristol,England,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,13.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8528.099
406,bristol,England,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,13.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8537.451
407,buckie,,Scotland East Coast,57.14455555555556,-2.086388888888889,Minor port,14.0,,,,,,,,,,
408,burry port,,Bristol Channel,51.50705555555555,-2.7167222222222223,Minor port,15.0,,,,,,,,,,
409,cairnryan,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,16.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2856.867
410,cairnryan,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,16.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2704.839
411,cairnryan,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,16.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2695.0660000000003
412,cairnryan,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,16.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3129.025
413,cairnryan,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,16.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3663.294
414,cairnryan,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,16.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3833.84
415,cardiff,Wales,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,17.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1769.862
416,cardiff,Wales,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,17.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1697.008
417,cardiff,Wales,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,17.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.421
418,cardiff,Wales,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,17.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1572.64
419,cardiff,Wales,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,17.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1317.092
420,cardiff,Wales,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,17.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1105.615
421,chichester,,Sussex and Hampshire,50.9065,-1.4428611111111111,Minor port,18.0,,,,,,,,,,
422,clyde,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,19.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9086.56
423,clyde,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,19.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8800.773000000001
424,clyde,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,19.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6933.262000000001
425,clyde,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,19.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8409.462
426,clyde,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,19.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9812.491
427,clyde,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,19.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8594.164
428,coleraine,,Northern Ireland,54.62802777777778,-5.890138888888888,Minor port,20.0,,,,,,,,,,
429,corpach,,Scotland West Coast,55.470333333333336,-4.639166666666666,Minor port,21.0,,,,,,,,,,
430,cowes,,Sussex and Hampshire,50.9065,-1.4428611111111111,Minor port,22.0,,,,,,,,,,
431,cromarty firth,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,23.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.689
432,cromarty firth,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,23.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929.056
433,cromarty firth,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,23.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.395
434,cromarty firth,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,23.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.922
435,cromarty firth,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,23.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.104
436,cromarty firth,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,23.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.7
437,dover,England,Thames and Kent,51.124138888888886,1.3383611111111111,Major port,24.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24942.518
438,dover,England,Thames and Kent,51.124138888888886,1.3383611111111111,Major port,24.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.613
439,dover,England,Thames and Kent,51.124138888888886,1.3383611111111111,Major port,24.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21888.894
440,dover,England,Thames and Kent,51.124138888888886,1.3383611111111111,Major port,24.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19873.849
441,dover,England,Thames and Kent,51.124138888888886,1.3383611111111111,Major port,24.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18369.292
442,dover,England,Thames and Kent,51.124138888888886,1.3383611111111111,Major port,24.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19225.412
443,dundee,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,25.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.554
444,dundee,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,25.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.44999999999993
445,dundee,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,25.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.4889999999999
446,dundee,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,25.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.54
447,dundee,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,25.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.918
448,dundee,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,25.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.871
449,falmouth,,West Country,50.70716666666667,-1.9895555555555555,Minor port,26.0,,,,,,,,,,
450,felixstowe,England,Haven,51.95605555555556,1.2995277777777776,Major port,27.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28267.574
451,felixstowe,England,Haven,51.95605555555556,1.2995277777777776,Major port,27.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25344.149
452,felixstowe,England,Haven,51.95605555555556,1.2995277777777776,Major port,27.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23080.939
453,felixstowe,England,Haven,51.95605555555556,1.2995277777777776,Major port,27.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21469.378
454,felixstowe,England,Haven,51.95605555555556,1.2995277777777776,Major port,27.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22197.261
455,felixstowe,England,Haven,51.95605555555556,1.2995277777777776,Major port,27.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22525.977
456,fishguard,Wales,West and North Wales,53.31111111111111,-4.628111111111112,Major port,28.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.525
457,fishguard,Wales,West and North Wales,53.31111111111111,-4.628111111111112,Major port,28.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.389
458,fishguard,Wales,West and North Wales,53.31111111111111,-4.628111111111112,Major port,28.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.238
459,fishguard,Wales,West and North Wales,53.31111111111111,-4.628111111111112,Major port,28.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.065
460,fishguard,Wales,West and North Wales,53.31111111111111,-4.628111111111112,Major port,28.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.458
461,fishguard,Wales,West and North Wales,53.31111111111111,-4.628111111111112,Major port,28.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.598
462,fleetwood,,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Major port,29.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,fleetwood,,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Major port,29.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,fleetwood,,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Major port,29.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,fleetwood,,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Major port,29.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,fleetwood,,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Major port,29.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,fleetwood,,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Major port,29.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,forth,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,30.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26587.368
469,forth,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,30.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25220.923000000003
470,forth,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,30.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23031.84
471,forth,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,30.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19777.407
472,forth,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,30.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20528.99
473,forth,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,30.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18520.98
474,fowey,England,West Country,50.70716666666667,-1.9895555555555555,Major port,31.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.969
475,fowey,England,West Country,50.70716666666667,-1.9895555555555555,Major port,31.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.04200000000003
476,fowey,England,West Country,50.70716666666667,-1.9895555555555555,Major port,31.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.32100000000003
477,fowey,England,West Country,50.70716666666667,-1.9895555555555555,Major port,31.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.119
478,fowey,England,West Country,50.70716666666667,-1.9895555555555555,Major port,31.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.618
479,fowey,England,West Country,50.70716666666667,-1.9895555555555555,Major port,31.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.108
480,fraserburgh,,Scotland East Coast,57.14455555555556,-2.086388888888889,Minor port,32.0,,,,,,,,,,
481,garston,,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Minor port,33.0,,,,,,,,,,
482,gill's bay scotland,,Scotland East Coast,57.14455555555556,-2.086388888888889,Minor port,34.0,,,,,,,,,,
483,glensanda,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,35.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5942.577000000001
484,glensanda,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,35.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6646.028
485,glensanda,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,35.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5458.257
486,glensanda,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,35.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6122.736999999999
487,glensanda,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,35.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6041.0470000000005
488,glensanda,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,35.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5827.404
489,goole,England,Humber,53.5805,-0.0724166666666666,Major port,36.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1459.579
490,goole,England,Humber,53.5805,-0.0724166666666666,Major port,36.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1242.431
491,goole,England,Humber,53.5805,-0.0724166666666666,Major port,36.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1043.592
492,goole,England,Humber,53.5805,-0.0724166666666666,Major port,36.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227.923
493,goole,England,Humber,53.5805,-0.0724166666666666,Major port,36.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1157.896
494,goole,England,Humber,53.5805,-0.0724166666666666,Major port,36.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.374
495,great yarmouth,England,Wash & Northern E Anglia,52.96247222222223,-0.0034722222222222,Major port,37.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181.518
496,great yarmouth,England,Wash & Northern E Anglia,52.96247222222223,-0.0034722222222222,Major port,37.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1286.381
497,great yarmouth,England,Wash & Northern E Anglia,52.96247222222223,-0.0034722222222222,Major port,37.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1242.6929999999998
498,great yarmouth,England,Wash & Northern E Anglia,52.96247222222223,-0.0034722222222222,Major port,37.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1445.285
499,great yarmouth,England,Wash & Northern E Anglia,52.96247222222223,-0.0034722222222222,Major port,37.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687.273
500,great yarmouth,England,Wash & Northern E Anglia,52.96247222222223,-0.0034722222222222,Major port,37.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1866.691
501,grimsby & immingham,England,Humber,53.5805,-0.0724166666666666,Major port,38.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55616.97899999999
502,grimsby & immingham,England,Humber,53.5805,-0.0724166666666666,Major port,38.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51245.356
503,grimsby & immingham,England,Humber,53.5805,-0.0724166666666666,Major port,38.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45611.181
504,grimsby & immingham,England,Humber,53.5805,-0.0724166666666666,Major port,38.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50027.22499999999
505,grimsby & immingham,England,Humber,53.5805,-0.0724166666666666,Major port,38.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50166.01
506,grimsby & immingham,England,Humber,53.5805,-0.0724166666666666,Major port,38.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45970.783
507,harwich,England,Haven,51.95605555555556,1.2995277777777776,Major port,39.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4196.095
508,harwich,England,Haven,51.95605555555556,1.2995277777777776,Major port,39.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4273.06
509,harwich,England,Haven,51.95605555555556,1.2995277777777776,Major port,39.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4087.609
