,port_name,Region/State,Port hub,coord_0,coord_1,Major/Minor ports,id_Port,Year,Loaded InBound DOMESTIC,Empty InBound DOMESTIC,Loaded OutBound DOMESTIC,Empty OutBound DOMESTIC,Total DOMESTIC,Loaded InBound FOREIGN,Loaded OutBound  FOREIGN,Total OutBound  FOREIGN,Total Loaded Grand
680,rivers hull and humber,,Humber,53.5805,-0.0724166666666666,Major port,85.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10068.719
681,rivers hull and humber,,Humber,53.5805,-0.0724166666666666,Major port,85.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10698.515
682,rivers hull and humber,,Humber,53.5805,-0.0724166666666666,Major port,85.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10480.678000000002
683,rivers hull and humber,,Humber,53.5805,-0.0724166666666666,Major port,85.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9561.772
684,rivers hull and humber,,Humber,53.5805,-0.0724166666666666,Major port,85.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10957.36
685,rivers hull and humber,,Humber,53.5805,-0.0724166666666666,Major port,85.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10403.473
686,rye,,Thames and Kent,51.124138888888886,1.3383611111111111,Minor port,86.0,,,,,,,,,,
687,scalloway,,Scotland East Coast,57.14455555555556,-2.086388888888889,Minor port,87.0,,,,,,,,,,
688,scrabster,,Scotland East Coast,57.14455555555556,-2.086388888888889,Minor port,88.0,,,,,,,,,,
689,seaham,,North East,54.91469444444444,-1.3645277777777778,Minor port,89.0,,,,,,,,,,
690,sharpness,,Bristol Channel,51.50705555555555,-2.7167222222222223,Minor port,90.0,,,,,,,,,,
691,shoreham,England,Sussex and Hampshire,50.9065,-1.4428611111111111,Major port,91.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2123.904
692,shoreham,England,Sussex and Hampshire,50.9065,-1.4428611111111111,Major port,91.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992.078
693,shoreham,England,Sussex and Hampshire,50.9065,-1.4428611111111111,Major port,91.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1796.462
694,shoreham,England,Sussex and Hampshire,50.9065,-1.4428611111111111,Major port,91.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1816.485
695,shoreham,England,Sussex and Hampshire,50.9065,-1.4428611111111111,Major port,91.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1567.152
696,shoreham,England,Sussex and Hampshire,50.9065,-1.4428611111111111,Major port,91.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508.649
697,silloth,,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Minor port,92.0,,,,,,,,,,
698,southampton,England,Sussex and Hampshire,50.9065,-1.4428611111111111,Major port,93.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34468.35
699,southampton,England,Sussex and Hampshire,50.9065,-1.4428611111111111,Major port,93.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33150.805
700,southampton,England,Sussex and Hampshire,50.9065,-1.4428611111111111,Major port,93.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27576.652
701,southampton,England,Sussex and Hampshire,50.9065,-1.4428611111111111,Major port,93.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27597.941
702,southampton,England,Sussex and Hampshire,50.9065,-1.4428611111111111,Major port,93.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31277.572
703,southampton,England,Sussex and Hampshire,50.9065,-1.4428611111111111,Major port,93.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30615.823
704,stornoway,,Scotland West Coast,55.470333333333336,-4.639166666666666,Minor port,94.0,,,,,,,,,,
705,stranraer,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,95.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,stranraer,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,95.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,stranraer,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,95.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,stranraer,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,95.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709,stranraer,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,95.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,stranraer,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,95.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,sullom voe,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,96.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5328.931
712,sullom voe,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,96.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7371.229
713,sullom voe,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,96.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6829.246
714,sullom voe,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,96.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6194.407999999999
715,sullom voe,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,96.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5629.336
716,sullom voe,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,96.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5354.717000000001
717,sunderland,England,North East,54.91469444444444,-1.3645277777777778,Major port,97.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.7139999999999
718,sunderland,England,North East,54.91469444444444,-1.3645277777777778,Major port,97.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788.492
719,sunderland,England,North East,54.91469444444444,-1.3645277777777778,Major port,97.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.7710000000001
720,sunderland,England,North East,54.91469444444444,-1.3645277777777778,Major port,97.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953.481
721,sunderland,England,North East,54.91469444444444,-1.3645277777777778,Major port,97.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.232
722,sunderland,England,North East,54.91469444444444,-1.3645277777777778,Major port,97.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.511
723,sutton bridge,,Wash & Northern E Anglia,52.96247222222223,-0.0034722222222222,Minor port,98.0,,,,,,,,,,
724,swansea,Wales,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,99.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.471
725,swansea,Wales,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,99.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.322
726,swansea,Wales,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,99.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.143
727,swansea,Wales,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,99.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.241
728,swansea,Wales,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,99.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.048
729,swansea,Wales,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,99.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.572
730,tees and hartlepool,,North East,54.91469444444444,-1.3645277777777778,Major port,100.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28835.926
731,tees and hartlepool,,North East,54.91469444444444,-1.3645277777777778,Major port,100.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28156.294
732,tees and hartlepool,,North East,54.91469444444444,-1.3645277777777778,Major port,100.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29256.448
733,tees and hartlepool,,North East,54.91469444444444,-1.3645277777777778,Major port,100.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26831.135
734,tees and hartlepool,,North East,54.91469444444444,-1.3645277777777778,Major port,100.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25377.762
735,tees and hartlepool,,North East,54.91469444444444,-1.3645277777777778,Major port,100.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24021.11
736,teignmouth,,West Country,50.70716666666667,-1.9895555555555555,Minor port,101.0,,,,,,,,,,
737,troon,,Scotland West Coast,55.470333333333336,-4.639166666666666,Minor port,102.0,,,,,,,,,,
738,truro,,West Country,50.70716666666667,-1.9895555555555555,Minor port,103.0,,,,,,,,,,
739,tyne,England,North East,54.91469444444444,-1.3645277777777778,Major port,104.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4403.876
740,tyne,England,North East,54.91469444444444,-1.3645277777777778,Major port,104.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4680.892
741,tyne,England,North East,54.91469444444444,-1.3645277777777778,Major port,104.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3854.809
742,tyne,England,North East,54.91469444444444,-1.3645277777777778,Major port,104.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3972.316
743,tyne,England,North East,54.91469444444444,-1.3645277777777778,Major port,104.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3132.097
744,tyne,England,North East,54.91469444444444,-1.3645277777777778,Major port,104.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2599.082
745,wallasea,,Thames and Kent,51.124138888888886,1.3383611111111111,Minor port,105.0,,,,,,,,,,
746,warrenpoint,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,106.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3446.181
747,warrenpoint,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,106.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3320.524
748,warrenpoint,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,106.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3199.101
749,warrenpoint,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,106.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3612.913
750,warrenpoint,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,106.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3239.924
751,warrenpoint,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,106.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3150.727
752,weymouth & portland,,West Country,50.70716666666667,-1.9895555555555555,Minor port,107.0,,,,,,,,,,
753,whitstable,,Thames and Kent,51.124138888888886,1.3383611111111111,Minor port,108.0,,,,,,,,,,
754,wick,,Scotland East Coast,57.14455555555556,-2.086388888888889,Minor port,109.0,,,,,,,,,,
755,wisbech,,Wash & Northern E Anglia,52.96247222222223,-0.0034722222222222,Minor port,110.0,,,,,,,,,,
756,workington,,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Minor port,111.0,,,,,,,,,,
757,rivers hull & humber,England,,,,,117.0,,,,,,,,,,
758,tees & hartlepool,England,,,,,118.0,,,,,,,,,,
759,grimsby and immingham,,,,,,124.0,,,,,,,,,,
