Date,Empty Exports,Loaded Exports,Empty Imports,Loaded Imports,Total TEUs,Total Imports,Total Exports,latitude,longitude,Count of Event_Cocaine,Count of Event_Ecstasy,Count of Event_Fentanyl,Count of Event_Heroin,Count of Event_Ketamine,Count of Event_Khat (Catha Edulis),Count of Event_Lsd,Count of Event_Marijuana,Count of Event_Methamphetamine,Count of Event_Other Drugs**,Sum Qty (lbs)_Cocaine,Sum Qty (lbs)_Ecstasy,Sum Qty (lbs)_Fentanyl,Sum Qty (lbs)_Heroin,Sum Qty (lbs)_Ketamine,Sum Qty (lbs)_Khat (Catha Edulis),Sum Qty (lbs)_Lsd,Sum Qty (lbs)_Marijuana,Sum Qty (lbs)_Methamphetamine,Sum Qty (lbs)_Other Drugs**,Sum_of_Counts
2020-12,27718.0,75329.75,15073.75,90217.75,208339.25,105291.5,103047.75,37.90095694063927,-122.20986401826484,1.0,9.0,,1.0,2.0,,3.0,43.0,7.0,95.0,0.046737999544,3.2617612125162,,0.038360433588,4.008378709005401,,22.5280244273748,139.9149856660494,3.003136932964,559.0469473447066,161.0
2020-12,560117.75,252639.0,15378.3,866937.0,1695071.05,882315.3,812756.75,33.804338012958965,-118.37905453563714,3.0,12.0,,,4.0,1.0,11.0,74.0,12.0,828.0,0.0330913855262,0.95239697184,,,20.4245498931804,330.693393,0.9288516022584,185.4575065481282,23.793610088612,1787.2569578720356,945.0
2021-01,15194.0,30795.0,15318.0,26832.0,88139.0,42150.0,45989.0,26.14492877245509,-79.93771224550898,51.0,6.0,,,8.0,,3.0,46.0,2.0,1190.0,2787.08832544924,3.18678199721,,,21.1202846996,,0.0039903669422,48.3534588150312,6.5367060683,1057.0171619022908,1306.0
2021-01,548547.25,235580.75,13531.0,801864.2,1599522.2,815395.2,784128.0,33.804338012958965,-118.37905453563714,4.0,3.0,,,3.0,,1.0,80.0,8.0,458.0,0.3851696179402,4.0255747654414,,,11.53238092522,,0.15101664947,588.4438042380843,16.7262072632256,1908.6148192351748,557.0
2021-01,23503.0,99694.0,10264.0,121578.0,255039.0,131842.0,123197.0,29.602093408239703,-94.66715344569288,8.0,1.0,1.0,,,,,38.0,,56.0,12.3174911326544,0.0032628414776,174.8706662184,,,,,214.049235260682,,28.310485004920395,104.0
2021-01,60250.5,58188.75,6662.25,114083.25,289187.16000000003,120745.5,118439.25,47.449354639175255,-122.42877860824744,1.0,,,,1.0,,,71.0,1.0,124.0,240.6786514254,,,,0.235012771292,,,7.719750658644401,0.000440924524,30.203329894000003,198.0
2021-01,239.509,108.738,1.645,371.392,721.284,373.037,348.24699999999996,40.6909464495114,-74.15705749185668,128.0,448.0,,108.0,21.0,30.0,194.0,10.0,98.0,3010.0,64.63027580339599,29.55958008895999,,2.39422016532,104.91358124056,17819.303250674,0.49824471212000043,9.432257417408,2.77341525596,1628.313852326538,4047.0
2021-01,36427.75,69147.25,16119.5,77403.2,199097.7,93522.7,105575.0,37.90095694063927,-122.20986401826484,2.0,12.0,,1.0,2.0,,,76.0,18.0,260.0,17.342884302492,11.325366861202,,3.11402945075,0.0079586876582,,,982.2201807018596,92.76611060436,1348.4593655909055,371.0
2021-02,17227.0,79840.0,9262.0,92434.0,198763.0,101696.0,97067.0,29.602093408239703,-94.66715344569288,2.0,1.0,,,1.0,,,26.0,1.0,32.0,0.011243575362,0.01653466965,,,2.6675933702,,,126.321348729808,2.1825763938,280.29351528418,63.0
2021-02,47259.74999999997,60525.0,5808.25,103648.25,268215.97,109456.5,107784.74999999997,47.449354639175255,-122.42877860824744,,,,,,,,36.0,,130.0,,,,,,,,11.6049350556442,,25.5965945597004,166.0
2021-02,193.956,94.698,2.29,334.176,625.12,336.466,288.654,40.6909464495114,-74.15705749185668,132.0,378.0,2.0,286.0,29.0,15.0,300.0,34.0,29.0,3136.0,146.07653110310395,26.794983323480004,0.38360433588,16.212794747479997,3.20552128948,18080.2644302034,1.0846743290399994,19.618495770856,1.41757234466,1886.7345570260077,4341.0
2021-02,28300.75,69525.25,12463.75,80198.75,190488.5,92662.5,97826.0,37.90095694063927,-122.20986401826484,4.0,15.0,1.0,,1.0,1.0,1.0,90.0,12.0,396.0,43.8569325655054,2.5110872104062,0.00110231131,,6.75496370768,594.14579609,0.0026896395964,198.9125829527026,17.289532435088,642.7920728814195,521.0
2021-02,549383.75,220624.15,14402.25,786640.25,1571050.4,801042.5,770007.9,33.804338012958965,-118.37905453563714,5.0,6.0,,,8.0,,,90.0,6.0,234.0,2.6417772393198,0.279325685954,,,110.0547611904,,,3308.6920724469974,9.769344216006,1540.559907156297,349.0
2021-02,13515.0,29787.0,10536.0,28875.0,82713.0,39411.0,43302.0,26.14492877245509,-79.93771224550898,136.0,3.0,,1.0,7.0,,4.0,38.0,,1672.0,1245.896617542504,3.32236628834,,0.006172943336,60.8758255277622,,0.0079807338844,103.6741644498222,,1896.5218027776898,1861.0
2021-03,16029.0,32158.0,10212.0,32387.0,90786.0,42599.0,48187.0,26.14492877245509,-79.93771224550898,41.0,13.0,,3.0,12.0,1.0,15.0,36.0,2.0,2308.0,76.716678393022,2.761069369288,,3.3069559762262,63.0301607058,123.899791244,0.0129411347794,43.283576360722,20.4588979136,1593.0581005893814,2431.0
2021-03,267.542,126.699,2.376,393.159,789.776,395.53499999999997,394.241,40.6909464495114,-74.15705749185668,58.0,820.0,4.0,94.0,34.0,11.0,382.0,22.0,99.0,1869.0,17.397558943468,62.86260938668002,0.55997414548,1.0405818766400001,28.87394245414,5420.48138494518,1.0141264051999996,29.7492437729586,1.9621141318,868.5142998980252,3393.0
2021-03,620251.0,262609.0,16838.25,898287.0,1797986.25,915125.25,882860.0,33.804338012958965,-118.37905453563714,5.0,3.0,,2.0,7.0,2.0,,80.0,3.0,156.0,11.6555752372256,4.92512693308,,0.014770971554,98.746810847896,1353.1532717036,,368.694032176416,6.380618786804,552.1941204389248,258.0
2021-03,37869.0,106745.0,18524.0,134259.0,297397.0,152783.0,144614.0,29.602093408239703,-94.66715344569288,,,,,5.0,,1.0,35.0,1.0,32.0,,,,,10.74533064988,,0.001322773572,238.937440480124,0.263893327614,4242.837348401863,74.0
2021-03,28648.7,94143.25,21139.45,97535.75,241467.15,118675.2,122791.95,37.90095694063927,-122.20986401826484,5.0,11.0,1.0,,5.0,,2.0,91.0,16.0,310.0,46.334112680016,0.8086776232422,0.0110231131,,21.1104961751672,,0.023809924296,207.219534846184,29.4758926143048,545.4375253105061,441.0
2021-03,51241.50000000006,72874.75,8435.0,142931.0,339321.96,151366.0,124116.25000000006,47.449354639175255,-122.42877860824744,,,1.0,,1.0,,,58.0,2.0,81.0,,,0.002645547144,,0.0082893810512,,,284.6882981997928,0.001322773572,17.193036103010602,143.0
2021-04,229.295,121.671,2.568,359.265,712.799,361.83299999999997,350.966,40.6909464495114,-74.15705749185668,24.0,366.0,,10.0,112.0,6.0,448.0,32.0,218.0,2936.0,36.2727221055386,53.4180060826,,0.21605301676,238.04633201711994,3403.2979847202,1.3395727963643989,16.531186346260398,7.235571438840001,1930.5884692585228,4152.0
2021-04,55215.99999999997,59728.5,5367.0,121293.75,303641.52999999997,126660.75,114944.49999999997,47.449354639175255,-122.42877860824744,2.0,,,,,,,81.0,2.0,168.0,0.000881849048,,,,,,,2819.7450034872286,0.0050044933474,34.1092156974016,253.0
2021-04,40809.0,91766.0,14431.0,128834.0,275840.0,143265.0,132575.0,29.602093408239703,-94.66715344569288,2.0,5.0,2.0,,1.0,,,86.0,,74.0,0.0420201071371999,6.267742108659999,0.200841120682,,1.18829159218,,,507.71400719742405,,566.5265925538067,170.0
2021-04,25659.0,80289.5,14002.75,101886.25,221837.5,115889.0,105948.5,37.90095694063927,-122.20986401826484,,9.0,,,2.0,1.0,,75.0,18.0,280.0,,0.615971560028,,,0.082232423726,0.0748028454966,,183.3642394166644,119.34504091108002,477.77426198387116,385.0
2021-04,581228.25,238517.5,16131.75,857277.85,1693154.35,873409.6,819745.75,33.804338012958965,-118.37905453563714,4.0,1.0,,2.0,9.0,,1.0,94.0,11.0,372.0,0.610019078954,4.40924524e-05,,0.019621141318,113.51050714725,,0.074295782294,545.4654799253276,20.02348494615,1934.185707895126,494.0
2021-04,13021.0,33506.0,12200.0,28974.0,87701.0,41174.0,46527.0,26.14492877245509,-79.93771224550898,42.0,11.0,,,22.0,,2.0,41.0,2.0,1546.0,775.3348666448676,9.1046725423022,,,141.85423786128,,0.005070632026,93.1537273534084,3.31134317524,2163.690979142746,1666.0
2021-05,263.257,134.458,2.291,396.417,796.693,398.70799999999997,397.71500000000003,40.6909464495114,-74.15705749185668,48.0,760.0,1.0,188.0,174.0,5.0,572.0,84.0,266.0,2716.0,76.77488043019,30.597560510908405,0.02425084882,2.2569603609987996,307.65067737575987,13559.090499786,1.684331681679998,103.24252138705239,5.983345790680001,1945.7177360807286,4814.0
2021-05,63425.0,63557.5,9449.0,134245.5,336397.36,143694.5,126982.5,47.449354639175255,-122.42877860824744,,,,,,1.0,1.0,144.0,3.0,126.0,,,,,,891.439156397,0.5232230864046,28880.368091320703,0.101853565044,24.653986112293197,275.0
2021-05,11505.0,33655.0,14688.0,30443.0,90291.0,45131.0,45160.0,26.14492877245509,-79.93771224550898,44.0,5.0,,,24.0,,14.0,94.0,4.0,1360.0,48.71995527938,0.415130439346,,,125.3768883994,,0.0179235819006,183.65229540819365,5.3817483701344,1244.5852639156756,1545.0
2021-05,40113.2,74726.25,19008.95,92559.5,226407.9,111568.45,114839.45,37.90095694063927,-122.20986401826484,5.0,20.0,,,2.0,3.0,,55.0,13.0,258.0,18.745244751074,2.718740614984,,,0.481048655684,1081.704261446336,,126.743093037014,67.214754900822,677.8397523357027,356.0
2021-05,675428.75,245231.0,18153.9,980450.2,1919263.85,998604.1,920659.75,33.804338012958965,-118.37905453563714,2.0,,1.0,,2.0,,3.0,21.0,7.0,184.0,0.1618193003079999,,2.2707612986,,2.418911938664,,0.0072091159674,72.058531259224,21.2207273061672,2019.4369654671443,220.0
2021-05,51202.0,95439.0,8633.0,132853.0,288127.0,141486.0,146641.0,29.602093408239703,-94.66715344569288,,3.0,,,1.0,3.0,,54.0,1.0,34.0,,3.2820216943940004,,,0.625892361818,321.12533082920004,,286.788113060438,0.043651527876,36.0013991996952,96.0
2021-06,56337.0,84614.0,12188.0,139448.0,292587.0,151636.0,140951.0,29.602093408239703,-94.66715344569288,4.0,,,1.0,1.0,,,41.0,1.0,10.0,306.070403881744,,,0.0220462262,0.7312292306016,,,100.6017141816854,3.5053499658,2.5786148012568,58.0
2021-06,72075.5,56976.0,7639.0,133903.5,344573.04,141542.5,129051.5,47.449354639175255,-122.42877860824744,3.0,5.0,,,,,,55.0,1.0,77.0,0.009038952742,0.0839520293696,,,,,,710.4188937961458,0.00220462262,30.913659302164,141.0
2021-06,40229.45,71191.5,16001.7,95060.25,222482.9,111061.95,111420.95,37.90095694063927,-122.20986401826484,4.0,22.0,,,10.0,,,146.0,6.0,376.0,8.008953053936,2.6344799384476003,,,98.8073056925888,,,261.38869994787035,16.8873872229738,700.2370426417112,564.0
2021-06,548425.0,213013.75,14424.35,824864.25,1600727.35,839288.6,761438.75,33.804338012958965,-118.37905453563714,2.0,6.0,,,4.0,1.0,1.0,62.0,12.0,115.0,2.212118336908,1.33048975117,,,33.909961905006,7420.098352134,0.0066579603124,265.2720545080956,16.718204483115,1955.897647167255,203.0
2021-06,247.964,112.987,1.678,386.771,749.4,388.449,360.951,40.6909464495114,-74.15705749185668,85.0,684.0,6.0,752.0,142.0,9.0,320.0,120.0,79.0,2640.0,28.04720897164,59.485127532840025,0.6900468800599999,7.579492567560016,652.3831072199201,20898.72012629,0.9303507456399999,507.60558385697243,1.81219979364,1797.5549264998663,4837.0
2021-06,11703.0,31505.0,12230.0,30910.0,86348.0,43140.0,43208.0,26.14492877245509,-79.93771224550898,35.0,13.0,,1.0,15.0,,1.0,51.0,1.0,2108.0,140.275507603098,2.629894323398,,0.52470018356,76.40582660360201,,0.004188782978,81.0900764692208,0.10141264052,1587.5829203126132,2225.0
2021-07,75964.0,75457.0,9003.0,137197.0,297621.0,146200.0,151421.0,29.602093408239703,-94.66715344569288,,9.0,,,,,,11.0,,15.0,,0.931673519212,,,,,,25.1508198659364,,9.290941107466,35.0
2021-07,606241.75,201390.5,15712.7,852300.85,1675644.8,868013.55,807632.25,33.804338012958965,-118.37905453563714,1.0,6.0,,,2.0,1.0,1.0,42.0,8.0,192.0,0.318788430852,9.715992348602,,,25.573622392,448.1336399674,0.00220462262,177.03635520293082,23.812790305406,962.4064435517766,253.0
2021-07,34593.9,68149.0,13905.7,94745.75,211394.35,108651.45,102742.9,37.90095694063927,-122.20986401826484,2.0,14.0,1.0,,2.0,12.0,3.0,146.0,24.0,85.0,0.1092170045948,33.3096652118062,0.033951188348,,2.42288025938,2338.443213034,0.0544982711664,231.80822003647276,77.005704418504,139.1137596672628,289.0
2021-07,65369.25,48893.25,5128.0,127165.5,309722.37,132293.5,114262.5,47.449354639175255,-122.42877860824744,1.0,1.0,,,,,,73.0,3.0,43.0,69.556284585524,0.0044974301448,,,,,,113.39463218234278,0.011464037624,8.8840559567188,121.0
2021-07,12818.0,32705.0,12579.0,29352.0,87454.0,41931.0,45523.0,26.14492877245509,-79.93771224550898,90.0,15.0,,1.0,16.0,,8.0,67.0,1.0,1968.0,326.40143368338397,3.798785236522,,0.440924524,50.375847329262,,0.0150355262683999,186.8803699870762,0.3417165061,1814.9347602774692,2166.0
2021-07,250.952,111.159,2.754,393.945,758.81,396.699,362.111,40.6909464495114,-74.15705749185668,212.0,684.0,5.0,510.0,204.0,3.0,388.0,78.0,115.0,2962.0,239.7879838869198,32.19630874248,0.77382253962,5.948071828760005,149.26176986447996,2339.435293213,1.1904962147999991,115.43342308886642,2.06573139494,2223.2843536462306,5161.0
2021-08,65983.0,85660.0,8652.0,159791.0,320086.0,168443.0,151643.0,29.602093408239703,-94.66715344569288,2.0,1.0,1.0,,,,,24.0,,50.0,3.99257156482,0.031746565728,0.4850169764,,,,,28.8526237534046,,244.9679211024196,78.0
2021-08,40667.45,71754.5,9775.85,97852.5,220050.3,107628.35,112421.95,37.90095694063927,-122.20986401826484,,28.0,,,14.0,54.0,1.0,79.0,34.0,208.0,,3.6118773307984005,,,476.01991148778,2481.5232210719996,0.0021605301676,196.05750847489784,145.198209451296,188.07049141603082,418.0
2021-08,69038.25,53921.5,7898.0,114970.5,313126.89,122868.5,122959.75,47.449354639175255,-122.42877860824744,,1.0,,,,,,116.0,,21.0,,0.0011464037624,,,,,,57.89078854650839,,5.228086173520401,138.0
2021-08,632716.5,220777.0,15490.7,893098.15,1762081.35,908588.85,853493.5,33.804338012958965,-118.37905453563714,1.0,5.0,,,13.0,2.0,,50.0,16.0,124.0,0.268082110592,30.2262800154742,,,4440.48033328016,8336.559975268,,244.0961251335668,58.258144813679,7210.051565147476,211.0
2021-08,275.492,103.886,1.688,399.716,277.18,401.404,379.37800000000004,40.6909464495114,-74.15705749185668,74.0,732.0,11.0,106.0,166.0,2.0,328.0,59.0,94.0,3352.0,180.13310041234,40.75024450808,0.21384839414,0.9832616885200003,356.08623633716,7785.4925051728,0.9038952741999997,83.8643074355502,1.85629224604,2136.9332098490913,4924.0
2021-08,12818.0,32705.0,12579.0,29352.0,87454.0,41931.0,45523.0,26.14492877245509,-79.93771224550898,26.0,15.0,,,17.0,,,108.0,2.0,1458.0,184.152347910862,1.7789320383042,,,59.212415714746,,,124.28299874780842,0.148591564588,2007.7330649020892,1626.0
2021-09,612545.0,186500.5,15002.95,838289.15,1652336.6,853292.1,799045.5,33.804338012958965,-118.37905453563714,4.0,,,,5.0,,,37.0,9.0,208.0,4.372207579984,,,,19.559191422378,,,184.2198755017126,111.274358423784,2812.307664986207,263.0
2021-09,66547.25,58635.5,16522.0,125916.5,337513.18,142438.5,125182.75,47.449354639175255,-122.42877860824744,,1.0,,,,,,115.0,,47.0,,0.0220462262,,,,,,17.7421855514264,,15.467720486824799,163.0
2021-09,66234.0,69765.0,10114.0,135387.0,281500.0,145501.0,135999.0,29.602093408239703,-94.66715344569288,1.0,1.0,,,,1.0,,18.0,,15.0,44.0924524,0.002866009406,,,,175.152196526974,,44.7190281948302,,54.573889722266,36.0
2021-09,12818.0,32705.0,12579.0,29352.0,87454.0,41931.0,45523.0,26.14492877245509,-79.93771224550898,82.0,16.0,1.0,,26.0,,1.0,88.0,2.0,2054.0,134.46742931070804,5.429324126274,0.0551155655,,130.85758023272,,2.20462262e-05,120.12239084689202,5.036239913128,2471.9438712333886,2270.0
2021-09,243.367,99.893,1.968,379.19,724.418,381.158,343.26,40.6909464495114,-74.15705749185668,48.0,856.0,8.0,38.0,66.0,6.0,294.0,76.0,88.0,2152.0,201.96680099177195,65.31062234392803,0.1984160357999999,0.46737999544,72.99725957082,979.65492591368,0.8157103693999996,660.3645906760107,3.37748185384,1788.798165453224,3632.0
2021-09,27234.0,62202.5,11716.5,82119.75,183272.75,93836.25,89436.5,37.90095694063927,-122.20986401826484,2.0,20.0,4.0,,6.0,4.0,1.0,180.0,22.0,246.0,2.258525643059,2.5338168696184,0.1415147259778,,48.762284033684,53.4180060826,0.025573622392,356.7992112924681,179.49777226570842,203.3509071650604,485.0
2021-10,69633.0,94933.0,12525.0,151395.0,328486.0,163920.0,164566.0,29.602093408239703,-94.66715344569288,2.0,9.0,2.0,,4.0,,,39.0,4.0,108.0,0.313497336564,1.572777777108,19.84160358,,23.127373132848,,,25.388456138146196,0.49824471212,237.75796737842398,168.0
2021-10,13036.0,37646.0,13936.0,29940.0,94558.0,43876.0,50682.0,26.14492877245509,-79.93771224550898,106.0,42.0,,,51.0,,108.0,130.0,4.0,1120.0,142.0865609929756,12.340154653187998,,,276.533090481246,,0.9722385754199998,253.9163961320948,0.0529550353324,1351.8346428221255,1561.0
2021-10,606052.05,220465.25,13555.95,852286.65,1692359.9,865842.6,826517.3,33.804338012958965,-118.37905453563714,8.0,,,,6.0,,,135.0,38.0,300.0,11.6994031349112,,,,10723.8135331088,,,1003.6728343076508,94.237475740948,660.41234280196,487.0
2021-10,26411.9,63337.75,9124.2,74434.0,173307.85,83558.2,89749.65,37.90095694063927,-122.20986401826484,6.0,32.0,,,4.0,,,324.0,30.0,134.0,78.87698809836,34.1156091029996,,,17.25778586936,,,390.31370799189847,49.5294045205392,892.4688033454448,530.0
2021-10,66733.75,58101.5,4999.5,123328.0,314801.18,128327.5,124835.25,47.449354639175255,-122.42877860824744,2.0,,2.0,,,4.0,2.0,88.0,,76.0,0.000881849048,,0.011464037624,,,20717.1914997592,0.029101018584,41.973236860298805,,29.0169342772732,174.0
2021-10,275.389,120.25,2.53,398.535,796.704,401.065,395.639,40.6909464495114,-74.15705749185668,40.0,282.0,2.0,16.0,93.0,4.0,210.0,75.0,92.0,4377.0,1016.795762268296,100.34189940591838,0.0220462262,4.8509634281432,277.68324210209994,38706.55933934,0.7010699931600002,76.16543455311721,3.33338940144,4562.528197430908,5191.0
2021-11,21905.45,72155.25,11938.4,83097.0,189096.1,95035.4,94060.7,37.90095694063927,-122.20986401826484,6.0,66.0,,,24.0,2.0,,156.0,16.0,300.0,0.278223374644,5.0399657253558,,,232.50179431272483,18.10436095544,,126.75147060297002,62.4502126793828,227.91540764520784,570.0
2021-11,257.19,118.155,1.971,382.074,759.39,384.045,375.345,40.6909464495114,-74.15705749185668,34.0,513.0,,66.0,84.0,4.0,330.0,108.0,258.0,4335.0,237.0158032196272,162.85988218463999,,0.52470018356,863.19132676694,3467.87138126,1.0516049897400006,241.3983725259252,5.6746986238799995,3240.866681172887,5732.0
2021-11,585593.25,192562.35,12955.4,765837.9,1556947.9,778793.3,778155.6,33.804338012958965,-118.37905453563714,2.0,6.0,,2.0,10.0,,,70.0,12.0,278.0,0.31746565728,21.359706716132,,0.00440924524,91.510357560008,,,396.8688447053016,41.239229805196,375.9398330642128,380.0
2021-11,58655.0,94409.0,9004.0,152508.0,314576.0,161512.0,153064.0,29.602093408239703,-94.66715344569288,2.0,24.0,,,,,,24.0,22.0,108.0,29.76240537,7.511722468221202,,,,,,2.3943083502248,36.115245911792,114.2257749100828,180.0
2021-11,70693.25,59340.75,7935.0,125891.75,325603.57,133826.75,130034.0,47.449354639175255,-122.42877860824744,,,,,,2.0,,163.0,6.0,106.0,,,,,,5.8205564564192,,16.358542348888204,0.0228839827956,23.96094094547,277.0
2021-11,13571.0,31605.0,11366.0,34238.0,90780.0,45604.0,45176.0,26.14492877245509,-79.93771224550898,66.0,30.0,,,18.0,,24.0,153.0,8.0,1446.0,367.150355417892,3.208387298886,,,37.836174328964,,0.08267334824999989,412.9961000951256,0.653009220044,1539.7334382285105,1745.0
2021-12,597377.85,184789.75,14797.45,743937.7,1540902.75,758735.15,782167.6,33.804338012958965,-118.37905453563714,10.0,14.0,,,10.0,,,54.0,20.0,465.0,66.369723050576,48.5422186037556,,,85.848445747324,,,296.2520288586692,99.90908789316,676.8471650935003,573.0
2021-12,12849.0,34703.0,12099.0,32688.0,92339.0,44787.0,47552.0,26.14492877245509,-79.93771224550898,108.0,12.0,2.0,,24.0,2.0,8.0,126.0,4.0,778.0,370.21852871814605,13.13514156996,0.0220462262,,69.60214073602,488.32391033,0.00881849048,156.21525983909098,0.0110672055524,1002.9642245051303,1064.0
2021-12,23226.5,55723.75,11643.0,79056.75,169650.0,90699.75,78950.25,37.90095694063927,-122.20986401826484,6.0,30.0,,,6.0,2.0,,144.0,48.0,246.0,0.5494360493564,5.8616065296036,,,70.38919101136,716.943276024,,230.1815171900796,215.84602474220821,492.7535262830087,482.0
2021-12,60792.0,90660.0,3451.0,148301.0,303204.0,151752.0,151452.0,29.602093408239703,-94.66715344569288,6.0,6.0,,,,,6.0,44.0,4.0,90.0,2.899740132086,0.056879263596,,,,,0.0241185714628,53.88979532328,1.152135781212,37.607114038746,156.0
2021-12,269.244,106.136,3.025,392.348,770.753,395.373,375.38,40.6909464495114,-74.15705749185668,45.0,108.0,8.0,14.0,62.0,10.0,228.0,63.0,255.0,4323.0,676.24153321356,9.10068217536,0.39242282636,0.14109584768,607.13543256704,17777.9886227752,0.73193470984,58.16718208437781,2.8175077083599995,3877.259660529948,5116.0
2021-12,58153.25,40702.5,4166.0,97284.75,254101.61,101450.75,98855.75,47.449354639175255,-122.42877860824744,,2.0,,2.0,,,4.0,178.0,,172.0,,0.0302915147988,,0.003086471668,,,0.5069750176951998,19.517964979384,,51.06082357729599,358.0
2022-01,73181.0,86940.0,4737.0,158569.0,323427.0,163306.0,160121.0,29.602093408239703,-94.66715344569288,,2.0,,,2.0,,,56.0,6.0,135.0,,0.003527396192,,,0.004850169764,,,275.341491955136,1.92022630202,5128.030566407915,201.0
2022-01,612993.85,223245.25,13758.55,816541.7,1666538.35,830300.25,836239.1,33.804338012958965,-118.37905453563714,6.0,4.0,,4.0,8.0,2.0,,132.0,10.0,459.0,5.5078527839984,26.022483557432,,0.108467432904,67.522299756312,1419.77696728,,702.4943116498772,21.973914578064,2203.964385824347,625.0
2022-01,264.475,100.663,1.697,398.215,765.05,399.912,365.13800000000003,40.6909464495114,-74.15705749185668,22.0,192.0,,42.0,80.0,12.0,218.0,40.0,309.0,5775.0,44.133458380732,48.921898711372,,0.38360433587999987,396.1265923616,5617.0256961408,0.64374980504,82.65350664642,4.960400895,6614.800415368269,6690.0
2022-01,66678.5,37218.5,6519.0,113025.75,272281.4785,119544.75,103897.0,47.449354639175255,-122.42877860824744,8.0,10.0,,4.0,4.0,,4.0,176.0,15.0,56.0,0.0488103448068,0.1584241814732,,0.109349281952,0.012345886672,,0.010802650838,19.060836479126998,0.0829379029643999,15.1229175090568,277.0
2022-01,19175.0,32227.0,13345.0,32941.0,97688.0,46286.0,51402.0,26.14492877245509,-79.93771224550898,81.0,48.0,,2.0,78.0,2.0,4.0,213.0,4.0,1536.0,112.26729840560581,27.086500572522596,,0.00440924524,294.799270736994,1690.725087278,0.53572329666,519.4420042877166,0.110231131,1649.9565884946267,1968.0
2022-01,35546.75,61691.75,11962.0,83994.25,193194.75,95956.25,97238.5,37.90095694063927,-122.20986401826484,12.0,60.0,,,10.0,9.0,2.0,96.0,36.0,153.0,21.9279702426632,4.350271584915,,,63.044711215092,2463.996471243,0.013668660244,100.617212678704,184.87619165568663,369.673215313089,378.0
2022-02,13005.0,28987.0,12724.0,28621.0,83337.0,41345.0,41992.0,26.14492877245509,-79.93771224550898,135.0,42.0,2.0,2.0,45.0,2.0,8.0,192.0,6.0,2439.0,2025.865424564802,40.809328394296,0.155205432448,0.151678036256,151.413261079338,0.881849048,0.527786655228,467.1532940959854,9.993995260984,1775.9524246945919,2873.0
2022-02,56230.0,82079.0,7125.0,125965.0,271399.0,133090.0,138309.0,29.602093408239703,-94.66715344569288,2.0,10.0,,,6.0,2.0,,48.0,2.0,165.0,0.000881849048,1.416249571088,,,51.379612008148,3.418487834572,,7807.792659806168,0.004850169764,133.43564387832186,235.0
2022-02,32223.75,62399.25,14605.25,85555.75,194784.0,100161.0,94623.0,37.90095694063927,-122.20986401826484,22.0,26.0,,,2.0,2.0,,150.0,54.0,130.0,41.6244214693624,0.8087878543732,,,0.00881849048,549.171494642,,125.83525148832422,99.57965113505341,50.2494783606836,386.0
2022-02,69202.0,45854.5,3988.0,125851.0,298046.338,129839.0,115056.5,47.449354639175255,-122.42877860824744,2.0,,,,2.0,,,177.0,2.0,140.0,0.003527396192,,,,0.007054792384,,,24.1746350160266,0.0843488614412,30.231416786178798,323.0
2022-02,612183.95,213376.0,14356.6,814407.85,1654324.4,828764.45,825559.95,33.804338012958965,-118.37905453563714,8.0,8.0,,2.0,9.0,,2.0,118.0,12.0,408.0,14.0434460894,15.499378867648,,0.006172943336,88.95652271700001,,0.000881849048,634.9256266336404,106.3950876412,5204.100562847812,567.0
2022-02,269.253,103.782,674.0,385.539,759.248,1059.539,373.03499999999997,40.6909464495114,-74.15705749185668,52.0,138.0,,38.0,46.0,16.0,258.0,72.0,228.0,5328.0,163.899141287708,100.977448014812,,13.161597041399999,827.653251057064,43403.24768578082,0.7209115967400004,254.34290242416,45.298380973140006,3767.9006782384145,6176.0
2022-03,659210.95,225966.25,14177.05,922475.8,1821830.05,936652.85,885177.2,33.804338012958965,-118.37905453563714,2.0,8.0,2.0,2.0,16.0,6.0,2.0,198.0,24.0,432.0,0.004629707502,0.0677700993388,0.048942622164,0.0551155655,559.4315437607656,1184.8964733452,0.014109584768,1240.4826375896653,247.25592254990804,1183.6228187651734,692.0
2022-03,36831.75,69877.75,13478.5,94272.5,214460.5,107751.0,106709.5,37.90095694063927,-122.20986401826484,45.0,24.0,,,,,8.0,126.0,93.0,288.0,39.626592451118405,5.4900835256812,,,,,0.0271609506784,135.9412636246304,242.53139422902177,181.524547978953,584.0
2022-03,42740.0,108541.0,4723.0,152553.0,308557.0,157276.0,151281.0,29.602093408239703,-94.66715344569288,2.0,26.0,21.0,,12.0,,,81.0,4.0,124.0,0.3884104131916,2.31705837362,0.1653466964999999,,13.602080640876,,,100.08587658105779,0.03527396192,102.8922509451868,270.0
2022-03,77788.0,54740.25,7522.0,126210.75,330906.24,133732.75,132528.25,47.449354639175255,-122.42877860824744,4.0,2.0,,,,,,312.0,2.0,411.0,0.007054792384,0.0733698407936,,,,,,50.6620734840166,0.7261585985756,109.86719189789042,731.0
2022-03,13100.0,35408.0,11821.0,36285.0,96614.0,48106.0,48508.0,26.14492877245509,-79.93771224550898,74.0,40.0,2.0,4.0,28.0,2.0,4.0,124.0,14.0,1998.0,391.9509048419627,37.319410786836,13.22773572,4.769039651584,59.08609083862,62.5230975032,0.56438339072,748.046973796008,15.932366750216001,1413.0987023932691,2290.0
