,Date,Empty Exports,Loaded Exports,Empty Imports,Loaded Imports,Total TEUs,Total Imports,Total Exports,latitude,longitude,Count of Event_Cocaine,Count of Event_Ecstasy,Count of Event_Fentanyl,Count of Event_Heroin,Count of Event_Ketamine,Count of Event_Khat (Catha Edulis),Count of Event_Lsd,Count of Event_Marijuana,Count of Event_Methamphetamine,Count of Event_Other Drugs**,Sum Qty (lbs)_Cocaine,Sum Qty (lbs)_Ecstasy,Sum Qty (lbs)_Fentanyl,Sum Qty (lbs)_Heroin,Sum Qty (lbs)_Ketamine,Sum Qty (lbs)_Khat (Catha Edulis),Sum Qty (lbs)_Lsd,Sum Qty (lbs)_Marijuana,Sum Qty (lbs)_Methamphetamine,Sum Qty (lbs)_Other Drugs**,Sum_of_Counts,Ratio_Cocaine,Ratio_Ecstasy,Ratio_Fentanyl,Ratio_Heroin,Ratio_Ketamine,Ratio_Khat (Catha Edulis),Ratio_Lsd,Ratio_Marijuana,Ratio_Methamphetamine,Ratio_Other Drugs**,Hub Portuario,Hub Portuario_name
10,2018-11,-0.6629959863457561,-0.1977989197556221,-0.036882484375361124,-0.5540385281391805,-0.5736510836530427,-0.5461938006402556,-0.5535790516401596,-0.8958628561870937,0.3640645338625945,-0.6128851111209956,-0.31509805651852063,-0.34168588808140643,-0.1921515676333198,-0.5236182215084527,-0.3909977306992006,-0.26570818911243427,-0.7924508114765111,-0.49529053144746427,-0.5893194223949721,-0.10607772971761543,-0.37157490894170464,-0.08827793584187672,-0.2474770089832098,-0.19516640035962174,-0.3115300132826203,-0.15573476782102152,-0.351065550111592,-0.2709292967486554,-0.19865061485811472,-0.6920986307017382,-0.06522805824980002,-0.11556344577789501,-0.08088234453130691,-0.11854493012862614,-0.09875561681287304,-0.24922645142514024,-0.1798888392280859,-0.35191675979356857,0.19773972957502972,-0.1418821177728082,0.0,Houston
11,2018-11,-0.7326049419346345,-0.955780759617003,-0.014444894132092325,-0.8212166304244284,-0.8362086267406573,-0.8012534340397425,-0.8111768767527254,-1.3851425834676494,1.0990400598702295,0.040370505853221474,-0.24442388925246183,0.2061477804576656,-0.17890176600368543,-0.12640278037763053,-0.3909977306992006,0.6139232583394895,-0.34437420993511353,-0.4436499524040539,-0.39510133148794274,-0.08396332846825168,-0.27634087320229,-0.024721309815065463,0.0034483668186659384,-0.17514234985050608,-0.3115300132826203,-0.1137251854480926,-0.3526037243262636,-0.2960479477261876,0.05679851267222348,-0.33795294657101715,-0.05873540934422331,-0.06757518591095825,-0.042171634920936965,0.26942162336576664,-0.08530624852396995,-0.24922645142514024,-0.17282023445782282,-0.38301120579540826,-0.26319629484936313,0.08884283828690595,2.0,Miami/Fort Lauderdale
12,2018-12,2.0229710970261734,2.3913319661984773,0.12386733820028908,2.294020095951706,2.2598853218479964,2.2555609578977003,2.172853365327964,-0.301134715999291,-0.8191213548189943,-0.5195628801246789,-0.20093209401181025,-0.15907466523504907,-0.17890176600368543,-0.3250105009430416,-0.3909977306992006,-0.26570818911243427,0.21388516247711958,-0.288728215273823,-0.5733394528899634,-0.10156469116878612,-0.35226734245491104,-0.08810162865265873,-0.22750716938652074,-0.19495094808180746,-0.3115300132826203,-0.15573476782102152,-0.16879598516420485,-0.17811821857750937,-0.19360170430746618,-0.5177925517936489,-0.05595306042140186,-0.1115367989381806,-0.08056019198023417,-0.08766869922768832,-0.09846619514649357,-0.24922645142514024,-0.1798888392280859,-0.2575389851925637,-0.023279824349698906,-0.12380741297765463,1.0,Los Angeles/Long Beach
13,2018-12,-0.7159997315228488,-0.989686073718467,-0.013506988430605205,-0.8165870403727411,-0.8320578825165631,-0.7965589015141012,-0.8078267397027685,-1.3851425834676494,1.0990400598702295,0.07147791618532705,-0.2770427356829505,-0.15907466523504907,-0.17890176600368543,-0.2852889568299594,-0.3909977306992006,-0.028590146755828723,-0.27826454741261225,-0.49529053144746427,-0.513107260140315,0.1909382315766952,-0.34181509311501757,-0.08826383126673928,-0.10551749706761572,-0.18397397981036032,-0.3115300132826203,-0.13839687310711934,-0.34800716792629083,-0.2960659261172285,-0.18592301227784905,-0.507647753550321,0.018010229079383475,-0.09027277386896058,-0.0808565723272211,0.10094479823238849,-0.0862264346391018,-0.24922645142514024,-0.16906658222552257,-0.3774710794000251,-0.2629015121988773,-0.1203779908389997,2.0,Miami/Fort Lauderdale
14,2018-12,0.16184474054257883,0.2017596174143171,-0.2558293557282871,0.2765652976457622,0.19147409575341223,0.2158192802515026,0.17666116221505557,0.6735015112857412,1.3874854740914484,-0.48845546979257337,0.24485880720486833,0.7539814489967376,-0.1524021627444167,-0.046959692151466094,-0.3909977306992006,-0.0744839614054943,-0.7851052934184555,-0.4694702419257591,-0.13450490571395396,-0.10024058188329613,0.863138061427211,0.08055382855326114,0.18925470045742518,-0.1854423464000111,-0.3115300132826203,-0.13662212797892462,-0.35256027843184107,-0.2957252829185579,-0.13456147559118067,-0.20791507817926802,-0.05623087161463467,-0.0301755599561569,-0.02946679738009763,0.10653831832313808,-0.09331289586652765,-0.24922645142514024,-0.16509558083718043,-0.36875272796053615,-0.26008373686335085,-0.11652896344192448,3.0,Newark/New York
15,2018-12,-0.639258046437206,-0.25434292203767256,-0.10370826560631843,-0.5614174179308647,-0.583608475355213,-0.5672145418219484,-0.5509747480210325,-0.8958628561870937,0.3640645338625945,-0.5817777007888901,-0.31509805651852063,-0.34168588808140643,-0.1921515676333198,-0.5236182215084527,-0.3909977306992006,-0.26570818911243427,-0.6822680406056757,-0.5211108209691694,-0.5905486508184343,-0.10590181941656363,-0.3719074208503827,-0.08827793584187672,-0.2474770089832098,-0.19516640035962174,-0.3115300132826203,-0.15573476782102152,-0.1952580924035815,-0.29609904420598815,-0.19723254371590399,-0.679187069301139,-0.06414348896731184,-0.11802687553128048,-0.08088234453130691,-0.11854493012862614,-0.09875561681287304,-0.24922645142514024,-0.1798888392280859,0.25983689017333367,-0.26350841765575994,-0.13428002269952333,0.0,Houston
16,2018-12,-0.48462776578433814,-0.258805138520373,0.09738232412214122,-0.4096416528787991,-0.32853707312924546,-0.3780101171823371,-0.4355539679057273,1.6299940316770722,-1.021196100221785,-0.5506702904567845,-0.31509805651852063,-0.34168588808140643,-0.1921515676333198,-0.5236182215084527,-0.3909977306992006,-0.25041025089587904,-0.19011833071594383,-0.5211108209691694,-0.6040701634765187,-0.10607346005011417,-0.37180679224644064,-0.08827793584187672,-0.2474770089832098,-0.19516640035962174,-0.3115300132826203,-0.15480643960011967,-0.3440177139884043,-0.29609904420598815,-0.1804302438728778,-0.6247740605414709,-0.06521489600122614,-0.11728136389538751,-0.08088234453130691,-0.11854493012862614,-0.09875561681287304,-0.24922645142514024,-0.170907218062179,-0.3741281610472508,-0.26350841765575994,0.004531679073408026,5.0,Seattle/Tacoma
17,2018-12,-0.5579773516718038,-0.4540227792174579,0.07889025065195526,-0.6088843663299978,-0.5844787733621609,-0.5755151929628274,-0.5436994078168012,0.2786446126912207,-1.0102726127834971,-0.45734805946046775,-0.2879156844931134,-0.34168588808140643,-0.1921515676333198,-0.4838966773953705,-0.3909977306992006,-0.25805922000415665,-0.4619024988640047,-0.288728215273823,-0.5524425696911058,-0.1059051497572146,-0.35013664114535553,-0.08827793584187672,-0.2474770089832098,-0.19310372224697708,-0.3115300132826203,-0.1556733343358148,-0.3084106511750844,-0.22144897967952587,-0.04615187462141081,-0.604484464054815,-0.06501525101485744,-0.09125328373790678,-0.08088234453130691,-0.11854493012862614,-0.0849014180403575,-0.24922645142514024,-0.1787000952502453,-0.3007987796520513,-0.11150846430851072,0.2739856373685685,4.0,Oakland
18,2019-01,1.764325897232705,2.4061924650401054,0.12300789191806095,1.9547099814250908,1.9898878993213673,1.9255579343401716,1.9817940712267144,-0.301134715999291,-0.8191213548189943,-0.36402582846415105,-0.20093209401181025,-0.34168588808140643,-0.1524021627444167,-0.4838966773953705,-0.3909977306992006,-0.25805922000415665,0.7207259084829628,-0.18544705718700236,-0.5671933107726523,0.00274172318863217,-0.3505610313445894,-0.08827793584187672,2.0398076406488714,-0.19501600471986863,-0.3115300132826203,-0.15543715671490888,-0.08445279319770194,7.962929246577628,-0.19310788486385952,-0.443089946547325,0.018637294755112086,-0.11096219510814452,-0.08088234453130691,1.0602782419566723,-0.09774546836804955,-0.24922645142514024,-0.17413003506876915,-0.25883881229389505,11.378861068564639,-0.12413665926523691,1.0,Los Angeles/Long Beach
19,2019-01,-0.7175937884937167,-1.0373432988704137,0.01641581077645503,-0.8370049167634881,-0.846259899568204,-0.8102051899305949,-0.8219242142232078,-1.3851425834676494,1.0990400598702295,-0.05295172514309526,-0.24986036365754327,1.1192038946894522,-0.16565196437405105,-0.24556741271687718,-0.1954988653496003,0.07849542076005765,-0.3957928363415034,-0.36618908383893845,-0.3705167630186985,-0.0587804623544291,-0.286832936468091,-0.08792955283598199,-0.24018367626094073,-0.17473107709212776,-0.3109066585171804,-0.1359354381331693,-0.34916561980415894,-0.19271634092187478,-0.07251867961539453,-0.3877546834018998,-0.04902751518860991,-0.06966361583143969,-0.08080277285119196,-0.11290666187715055,-0.07914761102987018,-0.24708529219820002,-0.17137508421049455,-0.37728625262032534,0.05224816291345004,-0.039949788157033185,2.0,Miami/Fort Lauderdale
