,Date,Empty Exports,Loaded Exports,Empty Imports,Loaded Imports,Total TEUs,Total Imports,Total Exports,latitude,longitude,Count of Event_Cocaine,Count of Event_Ecstasy,Count of Event_Fentanyl,Count of Event_Heroin,Count of Event_Ketamine,Count of Event_Khat (Catha Edulis),Count of Event_Lsd,Count of Event_Marijuana,Count of Event_Methamphetamine,Count of Event_Other Drugs**,Sum Qty (lbs)_Cocaine,Sum Qty (lbs)_Ecstasy,Sum Qty (lbs)_Fentanyl,Sum Qty (lbs)_Heroin,Sum Qty (lbs)_Ketamine,Sum Qty (lbs)_Khat (Catha Edulis),Sum Qty (lbs)_Lsd,Sum Qty (lbs)_Marijuana,Sum Qty (lbs)_Methamphetamine,Sum Qty (lbs)_Other Drugs**,Sum_of_Counts,Ratio_Cocaine,Ratio_Ecstasy,Ratio_Fentanyl,Ratio_Heroin,Ratio_Ketamine,Ratio_Khat (Catha Edulis),Ratio_Lsd,Ratio_Marijuana,Ratio_Methamphetamine,Ratio_Other Drugs**,Hub Portuario
228,2021-12,597377.85,184789.75,14797.45,743937.7,1540902.75,758735.15,782167.6,33.804338012958965,-118.37905453563714,10.0,14.0,,,10.0,,,54.0,20.0,465.0,66.369723050576,48.5422186037556,,,85.848445747324,,,296.2520288586692,99.90908789316,676.8471650935003,573.0,6.6369723050576,3.4673013288396857,,,8.5848445747324,,,5.486148682567948,4.995454394658,1.4555853012763447,Los Angeles/Long Beach
229,2021-12,12849.0,34703.0,12099.0,32688.0,92339.0,44787.0,47552.0,26.14492877245509,-79.93771224550898,108.0,12.0,2.0,,24.0,2.0,8.0,126.0,4.0,778.0,370.2185287181461,13.13514156996,0.0220462262,,69.60214073602,488.32391033,0.00881849048,156.21525983909098,0.0110672055524,1002.9642245051303,1064.0,3.4279493399828342,1.09459513083,0.0110231131,,2.9000891973341667,244.161955165,0.00110231131,1.239803649516595,0.0027668013881,1.2891571009063372,Miami/Fort Lauderdale
230,2021-12,23226.5,55723.75,11643.0,79056.75,169650.0,90699.75,78950.25,37.90095694063927,-122.20986401826484,6.0,30.0,,,6.0,2.0,,144.0,48.0,246.0,0.5494360493564,5.8616065296036,,,70.38919101136,716.943276024,,230.1815171900796,215.8460247422082,492.7535262830087,482.0,0.09157267489273334,0.19538688432012,,,11.731531835226667,358.471638012,,1.5984827582644416,4.4967921821293375,2.00306311497158,Oakland
231,2021-12,60792.0,90660.0,3451.0,148301.0,303204.0,151752.0,151452.0,29.602093408239703,-94.66715344569288,6.0,6.0,,,,,6.0,44.0,4.0,90.0,2.899740132086,0.056879263596,,,,,0.0241185714628,53.88979532328,1.152135781212,37.607114038746,156.0,0.4832900220143333,0.009479877266,,,,,0.004019761910466667,1.2247680755290908,0.288033945303,0.41785682265273333,Houston
232,2021-12,269244.0,106136.0,3025.0,392348.0,770753.0,395373.0,375380.0,40.6909464495114,-74.15705749185668,45.0,108.0,8.0,14.0,62.0,10.0,228.0,63.0,255.0,4323.0,676.24153321356,9.10068217536,0.39242282636,0.14109584768,607.13543256704,17777.9886227752,0.73193470984,58.16718208437781,2.8175077083599995,3877.259660529948,5116.0,15.027589626968002,0.08426557569777778,0.049052853295,0.010078274834285713,9.792506976887742,1777.79886227752,0.0032102399554385964,0.9232886045139335,0.01104904983670588,0.896890969356916,Newark/New York
233,2021-12,58153.25,40702.5,4166.0,97284.75,254101.61,101450.75,98855.75,47.449354639175255,-122.42877860824744,,2.0,,2.0,,,4.0,178.0,,172.0,,0.0302915147988,,0.003086471668,,,0.5069750176951998,19.517964979384,,51.06082357729599,358.0,,0.0151457573994,,0.001543235834,,,0.12674375442379995,0.10965148864822473,,0.29686525335637204,Seattle/Tacoma
234,2022-01,73181.0,86940.0,4737.0,158569.0,323427.0,163306.0,160121.0,29.602093408239703,-94.66715344569288,,2.0,,,2.0,,,56.0,6.0,135.0,,0.003527396192,,,0.004850169764,,,275.341491955136,1.92022630202,5128.030566407915,201.0,,0.001763698096,,,0.002425084882,,,4.9168123563417145,0.32003771700333333,37.985411603021596,Houston
235,2022-01,612993.85,223245.25,13758.55,816541.7,1666538.35,830300.25,836239.1,33.804338012958965,-118.37905453563714,6.0,4.0,,4.0,8.0,2.0,,132.0,10.0,459.0,5.5078527839984,26.022483557432,,0.108467432904,67.522299756312,1419.77696728,,702.4943116498772,21.973914578064,2203.964385824347,625.0,0.9179754639997334,6.505620889358,,0.027116858226,8.440287469539,709.88848364,,5.32192660340816,2.1973914578064,4.801665328593349,Los Angeles/Long Beach
236,2022-01,264475.0,100663.0,1697.0,398215.0,765050.0,399912.0,365138.0,40.6909464495114,-74.15705749185668,22.0,192.0,,42.0,80.0,12.0,218.0,40.0,309.0,5775.0,44.133458380732,48.921898711372,,0.3836043358799998,396.1265923616,5617.0256961408,0.64374980504,82.65350664642,4.960400895,6614.800415368269,6690.0,2.0060662900332726,0.25480155578839586,,0.009133436568571424,4.95158240452,468.08547467840003,0.0029529807570642204,2.0663376661605,0.016053077330097087,1.1454199853451548,Newark/New York
237,2022-01,66678.5,37218.5,6519.0,113025.75,272281.4785,119544.75,103897.0,47.449354639175255,-122.42877860824744,8.0,10.0,,4.0,4.0,,4.0,176.0,15.0,56.0,0.0488103448068,0.1584241814732,,0.109349281952,0.012345886672,,0.010802650838,19.060836479127,0.0829379029643999,15.1229175090568,277.0,0.00610129310085,0.01584241814732,,0.027337320488,0.003086471668,,0.0027006627095,0.10830020726776705,0.005529193530959994,0.2700520983760143,Seattle/Tacoma
238,2022-01,19175.0,32227.0,13345.0,32941.0,97688.0,46286.0,51402.0,26.14492877245509,-79.93771224550898,81.0,48.0,,2.0,78.0,2.0,4.0,213.0,4.0,1536.0,112.2672984056058,27.0865005725226,,0.00440924524,294.799270736994,1690.725087278,0.53572329666,519.4420042877166,0.110231131,1649.9565884946269,1968.0,1.386016029698837,0.5643020952608875,,0.00220462262,3.7794778299614618,845.362543639,0.133930824165,2.438694855810876,0.02755778275,1.0741904873011894,Miami/Fort Lauderdale
239,2022-01,35546.75,61691.75,11962.0,83994.25,193194.75,95956.25,97238.5,37.90095694063927,-122.20986401826484,12.0,60.0,,,10.0,9.0,2.0,96.0,36.0,153.0,21.9279702426632,4.350271584915,,,63.044711215092,2463.996471243,0.013668660244,100.617212678704,184.87619165568665,369.673215313089,378.0,1.8273308535552666,0.07250452641525,,,6.3044711215092,273.7773856936667,0.006834330122,1.0480959654031667,5.135449768213518,2.416164805967902,Oakland
240,2022-02,13005.0,28987.0,12724.0,28621.0,83337.0,41345.0,41992.0,26.14492877245509,-79.93771224550898,135.0,42.0,2.0,2.0,45.0,2.0,8.0,192.0,6.0,2439.0,2025.865424564802,40.809328394296,0.155205432448,0.151678036256,151.413261079338,0.881849048,0.527786655228,467.1532940959854,9.993995260984,1775.952424694592,2873.0,15.006410552331866,0.9716506760546667,0.077602716224,0.075839018128,3.3647391350964004,0.440924524,0.0659733319035,2.4330900734165906,1.6656658768306667,0.7281477756025387,Miami/Fort Lauderdale
241,2022-02,56230.0,82079.0,7125.0,125965.0,271399.0,133090.0,138309.0,29.602093408239703,-94.66715344569288,2.0,10.0,,,6.0,2.0,,48.0,2.0,165.0,0.000881849048,1.416249571088,,,51.379612008148,3.418487834572,,7807.792659806168,0.004850169764,133.43564387832186,235.0,0.000440924524,0.14162495710880002,,,8.563268668024667,1.709243917286,,162.66234707929516,0.002425084882,0.8087008719898294,Houston
242,2022-02,32223.75,62399.25,14605.25,85555.75,194784.0,100161.0,94623.0,37.90095694063927,-122.20986401826484,22.0,26.0,,,2.0,2.0,,150.0,54.0,130.0,41.6244214693624,0.8087878543732,,,0.00881849048,549.171494642,,125.83525148832422,99.5796511350534,50.2494783606836,386.0,1.892019157698291,0.0311072251682,,,0.00440924524,274.585747321,,0.8389016765888281,1.8440676136121,0.3865344489283354,Oakland
243,2022-02,69202.0,45854.5,3988.0,125851.0,298046.338,129839.0,115056.5,47.449354639175255,-122.42877860824744,2.0,,,,2.0,,,177.0,2.0,140.0,0.003527396192,,,,0.007054792384,,,24.1746350160266,0.0843488614412,30.2314167861788,323.0,0.001763698096,,,,0.003527396192,,,0.1365798588476079,0.0421744307206,0.21593869132984858,Seattle/Tacoma
244,2022-02,612183.95,213376.0,14356.6,814407.85,1654324.4,828764.45,825559.95,33.804338012958965,-118.37905453563714,8.0,8.0,,2.0,9.0,,2.0,118.0,12.0,408.0,14.0434460894,15.499378867648,,0.006172943336,88.95652271700001,,0.000881849048,634.9256266336404,106.3950876412,5204.100562847812,567.0,1.755430761175,1.937422358456,,0.003086471668,9.884058079666667,,0.000440924524,5.38072564943763,8.866257303433335,12.755148438352482,Los Angeles/Long Beach
245,2022-02,269253.0,103782.0,674000.0,385539.0,759248.0,1059539.0,373035.0,40.6909464495114,-74.15705749185668,52.0,138.0,,38.0,46.0,16.0,258.0,72.0,228.0,5328.0,163.899141287708,100.977448014812,,13.1615970414,827.653251057064,43403.24768578082,0.7209115967400004,254.34290242416,45.298380973140006,3767.9006782384154,6176.0,3.151906563225154,0.7317206377884927,,0.3463578168789474,17.992461979501392,2712.7029803613013,0.0027942309951162806,3.5325403114466667,0.19867710953131582,0.7071885657354383,Newark/New York
246,2022-03,659210.95,225966.25,14177.05,922475.8,1821830.05,936652.85,885177.2,33.804338012958965,-118.37905453563714,2.0,8.0,2.0,2.0,16.0,6.0,2.0,198.0,24.0,432.0,0.004629707502,0.0677700993388,0.048942622164,0.0551155655,559.4315437607656,1184.8964733452,0.014109584768,1240.4826375896653,247.25592254990804,1183.6228187651734,692.0,0.002314853751,0.00847126241735,0.024471311082,0.02755778275,34.96447148504785,197.48274555753335,0.007054792384,6.26506382621043,10.302330106246169,2.739867636030494,Los Angeles/Long Beach
247,2022-03,36831.75,69877.75,13478.5,94272.5,214460.5,107751.0,106709.5,37.90095694063927,-122.20986401826484,45.0,24.0,,,,,8.0,126.0,93.0,288.0,39.626592451118405,5.4900835256812,,,,,0.0271609506784,135.9412636246304,242.53139422902177,181.524547978953,584.0,0.8805909433581868,0.22875348023671668,,,,,0.0033951188348,1.0788989176557968,2.6078644540755027,0.6302935693713646,Oakland
248,2022-03,42740.0,108541.0,4723.0,152553.0,308557.0,157276.0,151281.0,29.602093408239703,-94.66715344569288,2.0,26.0,21.0,,12.0,,,81.0,4.0,124.0,0.3884104131916,2.31705837362,0.1653466964999999,,13.602080640876,,,100.0858765810578,0.03527396192,102.8922509451868,270.0,0.1942052065958,0.08911762975461539,0.007873652214285709,,1.133506720073,,,1.2356281059389853,0.00881849048,0.8297762172998936,Houston
249,2022-03,77788.0,54740.25,7522.0,126210.75,330906.24,133732.75,132528.25,47.449354639175255,-122.42877860824744,4.0,2.0,,,,,,312.0,2.0,411.0,0.007054792384,0.0733698407936,,,,,,50.6620734840166,0.7261585985756,109.86719189789042,731.0,0.001763698096,0.0366849203968,,,,,,0.16237844065389936,0.3630792992878,0.2673167686080059,Seattle/Tacoma
250,2022-03,13100.0,35408.0,11821.0,36285.0,96614.0,48106.0,48508.0,26.14492877245509,-79.93771224550898,74.0,40.0,2.0,4.0,28.0,2.0,4.0,124.0,14.0,1998.0,391.9509048419627,37.319410786836,13.22773572,4.769039651584,59.08609083862,62.5230975032,0.56438339072,748.046973796008,15.932366750216,1413.0987023932691,2290.0,5.296633849215712,0.9329852696709,6.61386786,1.192259912896,2.1102175299507144,31.2615487516,0.14109584768,6.032636885451677,1.138026196444,0.707256607804439,Miami/Fort Lauderdale
251,2022-03,298515.0,119248.0,1378.0,442976.0,862117.0,444354.0,417763.0,40.6909464495114,-74.15705749185668,16.0,52.0,2.0,10.0,51.0,32.0,48.0,192.0,32.0,5292.0,72.34248665268,61.18709619548,0.27778245012,20.23623102898,1977.6415314211472,14201.08542522048,0.1898180075819999,433.51502988266816,12.113960372376,4529.33200414535,5727.0,4.5214054157925,1.1766749268361538,0.13889122506,2.023623102898,38.777284929826415,443.78391953814,0.003954541824624998,2.257890780638897,0.37856126163675,0.855882842809023,Newark/New York
252,2022-04,276313.0,113536.0,2279.0,419658.0,811786.0,421937.0,389849.0,40.6909464495114,-74.15705749185668,8.0,30.0,2.0,4.0,20.0,18.0,12.0,225.0,12.0,4170.0,79.4339198646244,54.57691005525541,0.01322773572,14.778467270908,135.4268369824796,17674.12003265652,0.1178150328128,305.4714740545686,57.56710585344,4020.655194157319,4501.0,9.92923998307805,1.8192303351751804,0.00661386786,3.694616817727,6.7713418491239805,981.8955573698066,0.009817919401066666,1.3576509957980827,4.79725882112,0.964185897879453,Newark/New York
253,2022-04,614360.3,221754.0,14489.5,857472.55,1708075.35,871962.05,836114.3,33.804338012958965,-118.37905453563714,14.0,15.0,,2.0,16.0,,,72.0,40.0,250.0,20.701847326324,51.66753572232,,0.047178924068,222.412030245128,,,837.9774106016192,199.355645960644,481.056151400908,409.0,1.4787033804517142,3.444502381488,,0.023589462034,13.9007518903205,,,11.638575147244712,4.983891149016101,1.924224605603632,Los Angeles/Long Beach
254,2022-04,20365.25,65781.5,17992.75,84302.5,188442.0,102295.25,86146.75,37.90095694063927,-122.20986401826484,10.0,4.0,,,,,,48.0,45.0,51.0,5.420285173532,0.1141112668112,,,,,,76.1588647777096,477.3863365876561,14.698130822635202,158.0,0.5420285173532,0.0285278167028,,,,,,1.5866430162022833,10.608585257503469,0.2881986435810824,Oakland
255,2022-04,43155.0,114860.0,13513.0,162965.0,334493.0,176478.0,158015.0,29.602093408239703,-94.66715344569288,2.0,2.0,,,4.0,,,66.0,4.0,117.0,0.0002645547144,0.004850169764,,,27.780008710096,,,41.3497695833628,171.785958248496,105.0281554781214,195.0,0.0001322773572,0.002425084882,,,6.945002177524,,,0.6265116603539819,42.946489562124,0.8976765425480462,Houston
256,2022-04,16013.0,35331.0,10278.0,36571.0,98193.0,46849.0,51344.0,26.14492877245509,-79.93771224550898,86.0,33.0,,2.0,36.0,,6.0,152.0,14.0,2160.0,1112.9622387092916,13.5831649787964,,0.04850169764,72.125551786872,,0.057761112644,1110.2597682092432,5.710413510324,2087.8142840141704,2489.0,12.9414213803406,0.41161105996352726,,0.02425084882,2.003487549635333,,0.009626852107333333,7.304340580323969,0.40788667930885714,0.9665806870435975,Miami/Fort Lauderdale
257,2022-04,56461.75,46600.0,4607.0,99290.5,266635.137,103897.5,103061.75,47.449354639175255,-122.42877860824744,,2.0,2.0,2.0,,,2.0,210.0,10.0,85.0,,0.027778245012,0.0049824471212,0.043210603352,,,8.81849048e-05,74.5765850771094,0.0657859389808,24.668117743287404,313.0,,0.013889122506,0.0024912235606,0.021605301676,,,4.40924524e-05,0.35512659560528287,0.00657859389808,0.29021314992102826,Seattle/Tacoma
258,2022-05,298977.0,118552.0,1353.0,426423.0,845305.0,427776.0,417529.0,40.6909464495114,-74.15705749185668,33.0,255.0,45.0,80.0,52.0,8.0,351.0,252.0,28.0,1527.0,62.89927226085061,50.961174634872,1.30954583628,0.7495716908,425.114293342932,1750.47036028,0.8862582932400005,492.5278611116256,21.77285299512,3323.07322262933,2631.0,1.9060385533591093,0.1998477436661647,0.029101018584,0.009369646135,8.175274871979461,218.808795035,0.002524952402393164,1.9544756393318476,0.7776018926828572,2.1762103619052584,Newark/New York
259,2022-05,665670.35,243889.5,12392.15,936937.15,1858889.15,949329.3,909559.85,33.804338012958965,-118.37905453563714,14.0,10.0,,2.0,18.0,,,126.0,36.0,399.0,5.8692345238688,9.217086249696,,0.0091271376468,103.388423312044,,,1605.3186022273076,890.9207173416808,900.3849858795312,605.0,0.41923103741920004,0.9217086249696,,0.0045635688234,5.743801295113555,,,12.740623827200853,24.747797703935575,2.2566039746354165,Los Angeles/Long Beach
260,2022-05,35188.0,75067.25,15254.0,98792.25,224301.5,114046.25,110255.25,37.90095694063927,-122.20986401826484,38.0,4.0,,,,,2.0,114.0,52.0,48.0,16.320159869074,0.010582188576,,,,,0.020282528104,124.2191087842808,537.918659864996,183.4343464159804,258.0,0.42947789129142105,0.002645547144,,,,,0.010141264052,1.0896413051252702,10.344589612788385,3.8215488836662583,Oakland
261,2022-05,56741.0,106358.0,13469.0,158798.0,335366.0,172267.0,163099.0,29.602093408239703,-94.66715344569288,4.0,14.0,2.0,,4.0,2.0,2.0,92.0,2.0,82.0,0.89948602896,0.90169065158,2.029134659448,,21.9580412952,20970.1939916304,0.005291094288,13.8267757783064,0.2809571066928,126.324435201476,204.0,0.22487150724,0.06440647511285714,1.014567329724,,5.4895103238,10485.0969958152,0.002645547144,0.15029104106854782,0.1404785533464,1.540541892700927,Houston
262,2022-05,80116.0,46200.5,6942.0,120623.75,329740.1665,127565.75,126316.5,47.449354639175255,-122.42877860824744,14.0,4.0,,,,,,236.0,,78.0,0.4232434505875997,572.235374643392,,,,,,43.8075931112698,,10.623194556732,332.0,0.03023167504197141,143.058843660848,,,,,,0.18562539453927882,,0.13619480200938464,Seattle/Tacoma
263,2022-05,15546.0,35199.0,11174.0,35583.0,97502.0,46757.0,50745.0,26.14492877245509,-79.93771224550898,98.0,27.0,,,22.0,2.0,6.0,219.0,8.0,1878.0,141.989601690148,1.6444721047104,,,54.7518027677,8.9507678372,0.567910786912,832.0093648919219,26.92285143544,1247.8819022580403,2260.0,1.4488734866341633,0.06090637424853334,,,2.4887183076227273,4.4753839186,0.09465179781866667,3.799129520054438,3.36535642943,0.6644738563674336,Miami/Fort Lauderdale
264,2022-06,11621.0,36871.0,11002.0,34743.0,94237.0,45745.0,48492.0,26.14492877245509,-79.93771224550898,68.0,22.0,2.0,,16.0,2.0,12.0,222.0,6.0,1929.0,920.880568713528,20.5079287206688,0.00440924524,,37.635553670544,8.4657508608,0.0251326978679998,683.7367651045836,17.4827014690524,1466.8705063139273,2279.0,13.542361304610706,0.9321785782122182,0.00220462262,,2.352222104409,4.2328754304,0.0020943914889999834,3.079895338308935,2.9137835781754,0.7604305372285782,Miami/Fort Lauderdale
265,2022-06,53392.0,102889.0,9764.0,157778.0,323823.0,167542.0,156281.0,29.602093408239703,-94.66715344569288,4.0,16.0,2.0,,,,2.0,32.0,4.0,56.0,4.921158612364,1.035290782352,11.835296073208,,,,0.000440924524,7.8243379557372,1170.7868885772,57.80630740771,116.0,1.230289653091,0.064705673897,5.917648036604,,,,0.000220462262,0.2445105611167875,292.6967221443,1.0322554894233928,Houston
266,2022-06,69687.00000000003,51963.75,5996.0,113294.5,309122.628,119290.5,121650.75000000004,47.449354639175255,-122.42877860824744,4.0,6.0,,,2.0,2.0,2.0,225.0,4.0,26.0,0.0164023922927998,0.0409618882796,,,0.0091271376468,40431.6324470376,0.00440924524,42.6922524815856,0.071429772888,11.109534306704,271.0,0.00410059807319995,0.006826981379933333,,,0.0045635688234,20215.8162235188,0.00220462262,0.18974334436260265,0.017857443222,0.42728978102707693,Seattle/Tacoma
267,2022-06,307646.0,109843.0,1660.0,440804.0,859953.0,442464.0,417489.0,40.6909464495114,-74.15705749185668,78.0,318.0,8.0,30.0,87.0,21.0,462.0,333.0,144.0,1572.0,108.855005560596,13.79652835596,0.14109584768,0.3306933929999999,1431.36005452548,8037.833610258001,1.2235655540999997,397.849945863654,2.36776469388,3369.139870493086,3053.0,1.3955769943666154,0.0433853092954717,0.01763698096,0.011023113099999997,16.452414419833104,382.75398144085716,0.0026484102902597398,1.194744582173135,0.016442810374166665,2.1432187471330066,Newark/New York
268,2022-06,624242.45,209192.5,18230.95,860357.4,1712023.3,878588.35,833434.95,33.804338012958965,-118.37905453563714,10.0,16.0,2.0,2.0,12.0,,2.0,120.0,30.0,432.0,22.71753378779,14.873266043568002,2.2266688462,0.01984160358,63.256795911136,,0.011464037624,1278.019380074381,1214.165484172844,1899.713765638055,626.0,2.271753378779,0.9295791277230001,1.1133344231,0.00992080179,5.271399659261333,,0.005732018812,10.650161500619841,40.47218280576146,4.3974855686066086,Los Angeles/Long Beach
269,2022-06,40408.0,68370.5,11787.5,95530.0,216096.0,107317.5,108778.5,37.90095694063927,-122.20986401826484,18.0,,,,,4.0,,44.0,81.0,32.0,33.217489940064,,,,,169.75594174,,70.7125209648092,325.32623923161,97.7823325440984,179.0,1.8454161077813334,,,,,42.438985435,,1.607102749200209,4.016373323847037,3.055697892003075,Oakland
270,2022-07,31542.0,47165.75,12185.25,69463.0,160356.0,81648.25,78707.75,37.90095694063927,-122.20986401826484,33.0,2.0,,,,2.0,4.0,46.0,46.0,16.0,217.297967153514,0.005732018812,,,,94.357848136,2.816625859312,51.9548421421584,152.807243961964,51.624766043492,149.0,6.584786883439818,0.002866009406,,,,47.178924068,0.704156464828,1.1294530900469217,3.3218966078687826,3.22654787771825,Oakland
271,2022-07,11234.0,33851.0,12061.0,29664.0,86810.0,41725.0,45085.0,26.14492877245509,-79.93771224550898,72.0,6.0,4.0,,30.0,2.0,2.0,198.0,8.0,1062.0,167.824251400356,2.417589165092,17.817760014839997,,83.383677658164,8.377565956,0.00881849048,1718.664357926165,2.08557299852,610.956484492024,1384.0,2.3308923805605,0.40293152751533334,4.454440003709999,,2.7794559219388,4.188782978,0.00440924524,8.680123019829116,0.260696624815,0.5752885918003992,Miami/Fort Lauderdale
272,2022-07,275554.0,95823.0,1821.0,402969.0,776167.0,404790.0,371377.0,40.6909464495114,-74.15705749185668,44.0,258.0,,46.0,32.0,10.0,69.0,240.0,34.0,1845.0,101.48098382122,113.30071525873078,,4.817982273748,177.504749324776,2098.139347454,0.2546339126099999,4718.490741379068,9.149183873,2564.975881371944,2578.0,2.306385995936818,0.4391500591423673,,0.10473874508147826,5.54702341639925,209.8139347454,0.003690346559565216,19.66037808907945,0.2690936433235294,1.3902308300118937,Newark/New York
273,2022-07,57663.0,102644.0,8310.0,159881.0,328498.0,168191.0,160307.0,29.602093408239703,-94.66715344569288,4.0,6.0,2.0,2.0,10.0,,2.0,48.0,2.0,86.0,7.313174155064,12.16290299454,2.103650904004,1.862465189376,96.788224112288,,0.069225150268,23.6460326504292,0.0022487150724,76.2721823803776,162.0,1.828293538766,2.02715049909,1.051825452002,0.931232594688,9.6788224112288,,0.034612575134,0.492625680217275,0.0011243575362,0.8868858416322977,Houston
274,2022-07,626185.95,213310.0,20143.6,861627.25,1721266.8,881770.85,839495.95,33.804338012958965,-118.37905453563714,14.0,16.0,,,18.0,,,56.0,16.0,501.0,11.5669494079016,22.543148138548,,,57.366926119544,,,893.6812135090876,2974.56766935594,658.8842968178117,621.0,0.8262106719929714,1.40894675865925,,,3.1870514510857775,,,15.958593098376564,185.91047933474624,1.3151383170016202,Los Angeles/Long Beach
275,2022-07,58837.0,40696.75,6157.0,88501.75,260571.94,94658.75,99533.75,47.449354639175255,-122.42877860824744,47.0,8.0,4.0,4.0,6.0,2.0,24.0,448.0,6.0,58.0,0.1543676758523999,0.0194888639608,0.053131405142,0.033951188348,0.3920700867408,469.8491727744,0.0500890259263999,44.7387595672792,0.0816592218448,6.1446359815592,607.0,0.0032844186351574448,0.0024361079951,0.0132828512855,0.008487797087,0.06534501445680001,234.9245863872,0.002087042746933329,0.09986330260553393,0.013609870307466666,0.10594199968205517,Seattle/Tacoma
276,2022-08,303662.0,109058.0,1750.0,428721.0,843191.0,430471.0,412720.0,40.6909464495114,-74.15705749185668,76.0,192.0,2.0,78.0,129.0,8.0,303.0,150.0,48.0,1011.0,189.6656240665056,17.2523184052624,18.077905484,1.5638270092708,1771.3597548526072,3915.40977312,0.5404852815192001,2402.310976011817,9.5482646596724,3198.1928813826325,1997.0,2.495600316664547,0.08985582502740834,9.038952742,0.020049064221420512,13.731470967849669,489.42622164,0.0017837798069940596,16.015406506745446,0.19892218040984166,3.16339553054662,Newark/New York
277,2022-08,585886.75,223727.25,14508.75,788131.95,1612254.7,802640.7,809614.0,33.804338012958965,-118.37905453563714,16.0,10.0,,,52.0,,8.0,129.0,36.0,516.0,582.9152720939104,0.5070632026,,,219.0783762889736,,0.465616297344,2689.0132851598846,441.22633683667794,867.1102859824782,767.0,36.4322045058694,0.05070632026000001,,,4.213045697864877,,0.058202037168,20.84506422604562,12.256287134352165,1.6804462906637174,Los Angeles/Long Beach
278,2022-08,62039.25,48562.5,3259.0,102156.5,280435.62,105415.5,110601.75,47.449354639175255,-122.42877860824744,8.0,4.0,,2.0,,,4.0,317.0,6.0,42.0,1.04499112188,2.2769342419360004,,0.0767649596284,,,0.009700339528,44.7998276138532,0.0944901254932,1.9357027528124,383.0,0.130623890235,0.5692335604840001,,0.0383824798142,,,0.002425084882,0.1413243773307672,0.015748354248866666,0.04608816078124762,Seattle/Tacoma
279,2022-08,78094.0,116841.0,7775.0,180132.0,382842.0,187907.0,194935.0,29.602093408239703,-94.66715344569288,8.0,8.0,,,12.0,,,57.0,,93.0,474.522531804276,2.564417031584,,,50.112835850696,,,17.9514924229692,,51.431420639718,178.0,59.3153164755345,0.320552128948,,,4.1760696542246665,,,0.31493846356086314,,0.5530260283840644,Houston
280,2022-08,43442.75,67838.0,11997.75,87844.0,211122.5,99841.75,111280.75,37.90095694063927,-122.20986401826484,57.0,,,2.0,8.0,20.0,2.0,141.0,56.0,75.0,120.44561056921022,,,0.000440924524,15.896210939248,1069.419310543553,0.001763698096,258.97770260441223,125.9062623829144,817.8460314244464,361.0,2.1130808871791267,,,0.000220462262,1.987026367406,53.47096552717765,0.000881849048,1.8367212950667533,2.2483261139806143,10.904613752325952,Oakland
281,2022-08,10552.0,34994.0,12856.0,33981.0,92383.0,46837.0,45546.0,26.14492877245509,-79.93771224550898,129.0,33.0,2.0,,30.0,,4.0,240.0,4.0,1632.0,419.192236061088,1.564841135676,0.0110231131,,42.508651509792,,0.205470828184,568.3811211017509,4.47979316384,883.0387285044305,2074.0,3.249552217527814,0.04741942835381818,0.00551155655,,1.4169550503264001,,0.051367707046,2.3682546712572954,1.11994829096,0.5410776522698717,Miami/Fort Lauderdale
282,2022-09,10658.0,33595.0,10316.0,28536.0,83105.0,38852.0,44253.0,26.14492877245509,-79.93771224550898,40.0,48.0,,,81.0,,2.0,158.0,8.0,1401.0,109.7864145250936,63.1930602711918,,,195.9601082475462,,0.00220462262,166.9445628825236,105.87920594812,1397.1197960595457,1738.0,2.7446603631273403,1.3165220889831624,,,2.4192605956487188,,0.00110231131,1.0566111574843267,13.234900743515,0.9972304040396471,Miami/Fort Lauderdale
283,2022-09,37660.2,54755.75,14510.25,77803.25,184729.45,92313.5,92415.95,37.90095694063927,-122.20986401826484,63.0,4.0,,,,8.0,4.0,66.0,75.0,78.0,247.5310814991102,0.00661386786,,,,277.5178954056,0.0188715696272,81.8256267601576,448.5598596585247,520.0369217017237,298.0,3.9290647857001617,0.001653466965,,,,34.6897369257,0.0047178924068,1.2397822236387517,5.98079812878033,6.66714002181697,Oakland
284,2022-09,63347.74999999997,46315.25,3788.0,102147.75,285314.66,105935.75,109662.99999999996,47.449354639175255,-122.42877860824744,6.0,4.0,,2.0,,2.0,8.0,315.0,8.0,36.0,0.0462970750199999,0.107144659332,,0.008377565956,,3417.7823553336,0.0517645391176,26.2146825574436,0.008377565956,1.7286005038896,381.0,0.007716179169999983,0.026786164833,,0.004188782978,,1708.8911776668,0.0064705673897,0.08322121446807491,0.0010471957445,0.0480166806636,Seattle/Tacoma
285,2022-09,556137.0,190620.25,18806.4,686132.65,1451696.3,704939.05,746757.25,33.804338012958965,-118.37905453563714,48.0,10.0,,2.0,10.0,,8.0,76.0,38.0,636.0,312.94177166376,1.317482477712,,0.020282528104,27.4695978452,,0.050265395736,8184.24480307482,4446.28801474048,2908.4543439160734,828.0,6.519620242995,0.1317482477712,,0.010141264052,2.74695978452,,0.006283174467,107.68743161940553,117.00757933527579,4.573041421251688,Los Angeles/Long Beach
