Date,Empty Exports,Loaded Exports,Empty Imports,Loaded Imports,Total TEUs,Total Imports,Total Exports,latitude,longitude,Count of Event_Cocaine,Count of Event_Ecstasy,Count of Event_Fentanyl,Count of Event_Heroin,Count of Event_Ketamine,Count of Event_Khat (Catha Edulis),Count of Event_Lsd,Count of Event_Marijuana,Count of Event_Methamphetamine,Count of Event_Other Drugs**,Sum Qty (lbs)_Cocaine,Sum Qty (lbs)_Ecstasy,Sum Qty (lbs)_Fentanyl,Sum Qty (lbs)_Heroin,Sum Qty (lbs)_Ketamine,Sum Qty (lbs)_Khat (Catha Edulis),Sum Qty (lbs)_Lsd,Sum Qty (lbs)_Marijuana,Sum Qty (lbs)_Methamphetamine,Sum Qty (lbs)_Other Drugs**,Sum_of_Counts,Hub Portuario,Ratio_Cocaine,Ratio_Ecstasy,Ratio_Fentanyl,Ratio_Heroin,Ratio_Ketamine,Ratio_Khat (Catha Edulis),Ratio_Lsd,Ratio_Marijuana,Ratio_Methamphetamine,Ratio_Other Drugs**,Loaded_to_Total_Imports_Ratio
2019-05,51251.74999999994,70541.0,13121.2,111729.75,315792.42,315792.42,121792.74999999994,47.449354639175255,-122.42877860824744,1.0,5.0,,,,,2.0,87.0,2.0,51.0,0.016314207388,0.3401953164922,,,,,0.0134481979819999,10.336703847262998,0.00440924524,13.7754521637128,148.0,Seattle/Tacoma,0.016314207388,0.06803906329843999,,,,,0.00672409899099995,0.11881268789957468,0.00220462262,0.2701069051708392,0.35380757397533485
2019-05,17953.0,116693.0,21289.0,107126.0,263061.0,263061.0,134646.0,29.602093408239703,-94.66715344569288,3.0,1.0,,,,,,16.0,1.0,36.0,8.6153124593408,0.00661386786,,,,,,9.8945006421434,0.000440924524,30.964365622424005,57.0,Houston,2.8717708197802665,0.00661386786,,,,,,0.6184062901339625,0.000440924524,0.8601212672895557,0.4072287416226655
2019-05,42362.95,78069.85,16698.75,85969.6,223101.15,223101.15,120432.8,37.90095694063927,-122.20986401826484,6.0,21.0,,1.0,2.0,,1.0,54.0,13.0,150.0,6.03405211094,4.900545390867,,0.038029740195,0.0330472930738,,0.0076500404914,60.03176371146901,22.8435941092016,1055.7542879268758,248.0,Oakland,1.0056753518233335,0.233359304327,,0.038029740195,0.0165236465369,,0.0076500404914,1.1116993279901668,1.7571995468616615,7.038361919512505,0.3853391163604491
2019-06,425132.25,273151.0,15738.5,727923.5,1441945.25,1441945.25,698283.25,33.804338012958965,-118.37905453563714,13.0,13.0,2.0,,3.0,,2.0,195.0,17.0,55.0,2.834262840272,1.317702939974,0.00661386786,,0.036596735492,,0.0239642478794,1689.5960779880718,30.584950069522,84.5158395584388,300.0,Los Angeles/Long Beach,0.21802021848246153,0.10136176461338461,0.00330693393,,0.012198911830666667,,0.0119821239397,8.6645952717337,1.7991147099718825,1.536651628335251,0.5048204846889991
2019-06,6024.0,34705.0,15707.0,22463.0,78899.0,78899.0,40729.0,26.14492877245509,-79.93771224550898,21.0,8.0,20.0,1.0,5.0,,16.0,45.0,2.0,158.0,143.8789853217142,3.190529855664,0.0480607731159999,0.770956530214,13.202823484394004,,0.100971715996,82.98602987619458,5.521036427266,270.3839129770896,276.0,Miami/Fort Lauderdale,6.851380253414962,0.398816231958,0.0024030386557999947,0.770956530214,2.640564696878801,,0.00631073224975,1.8441339972487685,2.760518213633,1.7112905884625924,0.28470576306417067
2019-06,19897.0,106429.0,20003.0,105159.0,251488.0,251488.0,126326.0,29.602093408239703,-94.66715344569288,3.0,,,1.0,1.0,1.0,,13.0,,16.0,10.279295474238198,,,0.563060617148,2.425084882,440.924524,,6.7100114524582,,19.978951569226,35.0,Houston,3.426431824746066,,,0.563060617148,2.425084882,440.924524,,0.5161547271121693,,1.248684473076625,0.41814718793739664
2019-07,24035.0,104470.0,20426.0,111062.0,259993.0,259993.0,128505.0,29.602093408239703,-94.66715344569288,4.0,1.0,,,,,,18.0,,59.0,0.032848877038,0.02425084882,,,,,,5.9458231136876,,52.56512577582679,82.0,Houston,0.0082122192595,0.02425084882,,,,,,0.33032350631597773,,0.890934335183505,0.4271730392741343
2019-07,6325.0,34328.0,14369.0,25801.0,80823.0,80823.0,40653.0,26.14492877245509,-79.93771224550898,23.0,11.0,22.0,1.0,10.0,,72.0,42.0,6.0,368.0,75.59474594170402,1.859378717708,0.055776952286,0.8377565956,2.5357569375240003,,0.408737033748,88.03560775617363,18.48355604608,764.3320801654239,555.0,Miami/Fort Lauderdale,3.286728084421914,0.16903442888254544,0.002535316013,0.8377565956,0.2535756937524,,0.005676903246500001,2.096085898956515,3.0805926743466667,2.0769893482756085,0.31922843744973584
2019-07,52580.0,73827.5,8965.0,122945.65,326514.63,326514.63,126407.5,47.449354639175255,-122.42877860824744,4.0,6.0,,,1.0,,,159.0,2.0,101.0,0.004188782978,18.96306146593,,,0.001763698096,,,8.780130046411994,0.0735241643769999,30.5213246607088,273.0,Seattle/Tacoma,0.0010471957445,3.160510244321667,,,0.001763698096,,,0.055220943688125745,0.03676208218849995,0.30219133327434455,0.37653948308533675
2019-07,455123.0,272994.25,16028.7,789788.2,1533935.15,1533935.15,728117.25,33.804338012958965,-118.37905453563714,10.0,15.0,,,4.0,,2.0,382.0,17.0,104.0,54.963887463744,1.4987906419808,,,0.751114926634,,0.0862007444419999,1651.1574464357427,92.15432782731,804.3779697926406,534.0,Los Angeles/Long Beach,5.4963887463744,0.09991937613205333,,,0.1877787316585,,0.04310037222099995,4.322401692240164,5.420842813371176,7.734403555698467,0.5148771771740155
2019-08,22418.0,109388.0,16986.0,110318.0,259110.0,259110.0,131806.0,29.602093408239703,-94.66715344569288,2.0,1.0,,,,,,18.0,,36.0,17.76484907196,0.583343145252,,,,,,2.9967435273659992,,7.083672940322001,57.0,Houston,8.88242453598,0.583343145252,,,,,,0.1664857515203333,,0.19676869278672224,0.42575740033190534
2019-08,474789.0,271259.0,18632.55,760393.25,1525073.8,1525073.8,746048.0,33.804338012958965,-118.37905453563714,35.0,27.0,1.0,,4.0,,,1030.0,23.0,164.0,9.1908953329704,2.87152096255,0.012345886672,,0.098767093376,,,2547.9470896541234,27.087316282892004,125.30173281428424,1284.0,Los Angeles/Long Beach,0.26259700951344,0.10635262824259259,0.012345886672,,0.024691773344,,,2.4737350384991488,1.1777094036040001,0.76403495618466,0.49859439589087423
2019-09,20777.0,102309.0,22168.0,106270.0,251524.0,251524.0,123086.0,29.602093408239703,-94.66715344569288,0.0,1.0,,,,1.0,,40.0,,35.0,,0.00220462262,,,,151.01664947,,14.614862226277795,,27.829392256784,77.0,Houston,0.0,0.00220462262,,,,151.01664947,,0.3653715556569449,,0.7951254930509715,0.4225044130977561
2019-09,458668.5,253983.5,16966.9,757238.85,1486857.75,1486857.75,712652.0,33.804338012958965,-118.37905453563714,34.0,17.0,3.0,,4.0,4.0,2.0,788.0,25.0,69.0,26.7623328624778,2.4249526046428005,1.188952978966,,23.826018041126,4338.69731616,0.014770971554,781.9533201199172,24.202104613871803,337.7955186316514,946.0,Los Angeles/Long Beach,0.7871274371317,0.1426442708613412,0.39631765965533333,,5.9565045102815,1084.67432904,0.007385485777,0.9923265483755295,0.9680841845548721,4.895587226545673,0.5092880270489897
2019-09,7373.0,35404.0,12937.0,25594.0,81308.0,81308.0,42777.0,26.14492877245509,-79.93771224550898,27.0,17.0,8.0,2.0,2.0,4.0,85.0,88.0,3.0,413.0,834.0195397968383,9.202094815880002,0.016755131912,2.6565702571,6.7461452172000005,25.35316013,0.2556039465628001,43.62522672814341,31.287122373992,322.09814260650126,649.0,Miami/Fort Lauderdale,30.889612585068086,0.5412996950517649,0.002094391489,1.32828512855,3.3730726086000002,6.3382900325,0.0030071052536800014,0.4957412128198115,10.429040791330666,0.7798986503789377,0.31477837359177446
2019-10,198173.0,127256.0,1509.0,339443.0,666381.0,666381.0,325429.0,40.6909464495114,-74.15705749185668,24.0,152.0,9.0,,12.0,1.0,26.0,60.0,10.0,876.0,29.958616783180005,105.092596597304,0.16755131912,,14.0213998632,652.56829552,0.12566348934,10.934046346151998,1.212542441,989.5985675940236,1170.0,Newark/New York,1.2482756992991668,0.6913986618243684,0.018616813235555554,,1.1684499886,652.56829552,0.004833211128461538,0.18223410576919996,0.1212542441,1.1296787301301638,0.5093827705171666
2019-10,442005.5,271966.5,14811.9,729830.6,1458613.5,1458613.5,713972.0,33.804338012958965,-118.37905453563714,12.0,18.0,,1.0,1.0,1.0,1.0,1296.0,34.0,122.0,3.2105257828274,8.454286823176,,0.000440924524,0.01322773572,590.83886216,0.005070632026,1013.5622422715415,684.763281488908,246.5263688324976,1486.0,Los Angeles/Long Beach,0.26754381523561666,0.46968260128755557,,0.000440924524,0.01322773572,590.83886216,0.005070632026,0.7820696313823623,20.140096514379646,2.0207079412499804,0.5003591424321796
2019-10,49467.75,79320.5,13072.0,109469.0,310066.39,310066.39,128788.25,47.449354639175255,-122.42877860824744,1.0,,1.0,,,1.0,48.0,234.0,2.0,102.0,0.2976240537,,0.078705027534,,,152.4717003992,0.7747043886680001,28.04694441692559,0.003747858454,9.1965391668776,389.0,Seattle/Tacoma,0.2976240537,,0.078705027534,,,152.4717003992,0.01613967476391667,0.11985873682446833,0.001873929227,0.09016214869487843,0.35305019676592486
